Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition,Playing Time_90s
19,Gautier Larsonneur,FRA,GK,Saint-Étienne,,26-319,1997,14,14,1260,,0.79,0.79,3.86,3.0,83.3,0.5,0.29,0.21,0.5,50.0,0.21,0.14,0.07,0.0,33.3,https://fbref.com/en/players/b49729cb/Gautier-Larsonneur,b49729cb,Ligue 2,14.0
20,Nicolas Lemaître,FRA,GK,Troyes,,26-361,1997,4,3,315,,1.43,1.43,4.0,2.86,64.3,0.0,0.0,0.86,0.29,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/586ef3a3/Nicolas-Lemaitre,586ef3a3,Ligue 2,3.5
21,Donovan Léon,GUF,GK,Auxerre,,31-066,1992,19,19,1710,,1.05,1.05,3.26,2.32,67.7,0.58,0.26,0.16,0.26,26.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/51c83a90/Donovan-Leon,51c83a90,Ligue 2,19.0
22,Benjamin Leroy,FRA,GK,Quevilly-Rouen,,34-276,1989,17,17,1530,,1.47,1.47,3.12,1.71,58.5,0.12,0.41,0.47,0.24,23.5,0.18,0.18,0.0,0.0,0.0,https://fbref.com/en/players/1e7aea56/Benjamin-Leroy,1e7aea56,Ligue 2,17.0
23,Jean Louchet,FRA,GK,Valenciennes,,27-036,1996,19,19,1710,,1.37,1.37,4.32,3.0,70.7,0.05,0.42,0.53,0.32,31.6,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/109f8da7/Jean-Louchet,109f8da7,Ligue 2,19.0
24,Anthony Mandrea,ALG,GK,Caen,,27-014,1996,18,18,1620,,1.28,1.28,4.39,3.17,73.4,0.39,0.28,0.33,0.39,38.9,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/f7d3a773/Anthony-Mandrea,f7d3a773,Ligue 2,18.0
25,Brice Maubleu,FRA,GK,Grenoble,,34-038,1989,17,17,1530,,1.0,1.0,3.76,2.71,75.0,0.41,0.41,0.18,0.41,41.2,0.12,0.06,0.06,0.0,50.0,https://fbref.com/en/players/5748ef07/Brice-Maubleu,5748ef07,Ligue 2,17.0
26,Mathieu Michel,FRA,GK,Ajaccio,,32-126,1991,10,10,900,,1.0,1.0,2.5,1.6,60.0,0.3,0.5,0.2,0.5,50.0,0.1,0.0,0.0,0.1,,https://fbref.com/en/players/e39f8724/Mathieu-Michel,e39f8724,Ligue 2,10.0
27,Lionel Mpasi,COD,GK,Rodez Aveyron,,29-160,1994,18,18,1618,,1.39,1.39,3.83,2.44,66.7,0.39,0.33,0.28,0.11,11.1,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/5c6b0637/Lionel-Mpasi,5c6b0637,Ligue 2,18.0
28,Obed Nkambadio,FRA,GK,Paris FC,,20-335,2003,11,11,945,,0.95,0.95,3.62,2.57,73.7,0.57,0.29,0.19,0.48,45.5,0.1,0.0,0.1,0.0,100.0,https://fbref.com/en/players/c15e8d9e/Obed-Nkambadio,c15e8d9e,Ligue 2,10.5
29,Johny Placide,HAI,GK,Bastia,,35-344,1988,15,15,1349,,1.07,1.07,4.0,2.87,75.0,0.27,0.33,0.4,0.4,40.0,0.13,0.07,0.07,0.0,50.0,https://fbref.com/en/players/f1666a9d/Johny-Placide,f1666a9d,Ligue 2,15.0
30,Esteban Salles,FRA,GK,US Concarneau,,29-312,1994,19,19,1710,,1.37,1.37,4.58,3.26,75.9,0.32,0.21,0.47,0.26,26.3,0.32,0.26,0.05,0.0,16.7,https://fbref.com/en/players/2f7b8ba6/Esteban-Salles,2f7b8ba6,Ligue 2,19.0
31,Mamadou Samassa,MLI,GK,Stade Laval,,33-326,1990,17,17,1530,,0.94,0.94,3.41,2.53,79.3,0.53,0.18,0.29,0.47,47.1,0.24,0.24,0.0,0.0,0.0,https://fbref.com/en/players/cfe852d8/Mamadou-Samassa,cfe852d8,Ligue 2,17.0
32,Alexis Sauvage,FRA,GK,Amiens,,32-070,1991,2,2,180,,1.5,1.5,3.0,1.5,66.7,0.0,0.5,0.5,0.5,50.0,0.5,0.5,0.0,0.0,0.0,https://fbref.com/en/players/c2d118f4/Alexis-Sauvage,c2d118f4,Ligue 2,2.0
33,François-Joseph Sollacaro,FRA,GK,Ajaccio,,29-293,1994,9,9,810,,0.89,0.89,2.56,1.67,65.2,0.56,0.11,0.33,0.44,44.4,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f19f32b1/Francois-Joseph-Sollacaro,f19f32b1,Ligue 2,9.0
34,Rafał Strączek,POL,GK,Bordeaux,,24-330,1999,16,16,1440,,1.19,1.19,3.44,2.19,67.3,0.31,0.25,0.44,0.38,37.5,0.13,0.06,0.06,0.0,50.0,https://fbref.com/en/players/710fa3ea/Rafal-Straczek,710fa3ea,Ligue 2,16.0
1,Antonio Adán,ESP,GK,Sporting CP,,36-240,1987,16,16,1440,,1.06,1.06,2.88,1.81,67.4,0.81,0.06,0.13,0.31,31.3,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/65d62814/Antonio-Adan,65d62814,Primeira Liga,16.0
2,Andrew,BRA,GK,Gil Vicente FC,,22-191,2001,14,14,1260,,1.71,1.71,4.93,3.29,69.6,0.29,0.14,0.57,0.21,21.4,0.21,0.21,0.0,0.0,0.0,https://fbref.com/en/players/40406a00/Andrew,40406a00,Primeira Liga,14.0
3,Ricardo Batista,POR,GK,Casa Pia,,37-050,1986,15,15,1350,,1.33,1.33,5.27,3.93,74.7,0.27,0.27,0.47,0.27,26.7,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/abef8824/Ricardo-Batista,abef8824,Primeira Liga,15.0
4,Bruno Brigido,BRA,GK,Estrela,,32-305,1991,8,8,720,,1.63,1.62,5.5,3.88,70.5,0.13,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/5ccca624/Bruno-Brigido,5ccca624,Primeira Liga,8.0
5,Fabijan Buntić,CRO,GK,Vizela,,26-318,1997,16,16,1440,,1.44,1.44,3.75,2.31,66.7,0.13,0.44,0.44,0.31,31.3,0.19,0.19,0.0,0.0,0.0,https://fbref.com/en/players/f566b29e/Fabijan-Buntic,f566b29e,Primeira Liga,16.0
6,Cambila,ANG,GK,Estrela,,21-237,2002,1,0,17,,15.0,15.88,30.0,10.0,50.0,0.0,0.0,0.0,0.0,,5.0,0.0,5.0,0.0,100.0,https://fbref.com/en/players/e8dc329b/Cambila,e8dc329b,Primeira Liga,0.2
7,Marcelo Carné,BRA,GK,Estoril,,33-336,1990,11,11,990,,1.45,1.45,5.0,3.64,72.7,0.36,0.18,0.45,0.36,36.4,0.18,0.09,0.09,0.0,50.0,https://fbref.com/en/players/a24d3330/Marcelo-Carne,a24d3330,Primeira Liga,11.0
8,António Filipe de Carvalho,POR,GK,Estrela,,38-269,1985,3,3,270,,1.0,1.0,3.33,2.33,70.0,0.67,0.0,0.33,0.67,66.7,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f4a6be9a/Antonio-Filipe-de-Carvalho,f4a6be9a,Primeira Liga,3.0
9,Diogo Costa,POR,GK,Porto,,24-111,1999,16,16,1440,,0.75,0.75,2.5,1.69,75.0,0.69,0.13,0.19,0.31,31.3,0.19,0.13,0.06,0.0,33.3,https://fbref.com/en/players/93fffbcf/Diogo-Costa,93fffbcf,Primeira Liga,16.0
10,Ignacio De Arruabarrena,URU,GK,Arouca,,26-357,1997,16,16,1440,,1.44,1.44,4.13,2.63,71.2,0.25,0.25,0.5,0.13,12.5,0.38,0.25,0.06,0.06,20.0,https://fbref.com/en/players/4b8cb65b/Ignacio-De-Arruabarrena,4b8cb65b,Primeira Liga,16.0
11,Vinicius Dias,BRA,GK,Gil Vicente FC,,26-203,1997,2,2,180,,3.0,3.0,5.5,2.5,45.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/1d33ef3f/Vinicius-Dias,1d33ef3f,Primeira Liga,2.0
12,João Gonçalves,POR,GK,Boavista,,23-064,2000,16,16,1440,,1.88,1.87,5.44,3.63,69.0,0.25,0.31,0.44,0.0,0.0,0.19,0.19,0.0,0.0,0.0,https://fbref.com/en/players/8b8c0095/Joao-Goncalves,8b8c0095,Primeira Liga,16.0
13,Jhonatan,BRA,GK,Rio Ave,,32-245,1991,9,9,810,,1.33,1.33,3.89,2.67,68.6,0.22,0.44,0.33,0.22,22.2,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/52479cc2/Jhonatan,52479cc2,Primeira Liga,9.0
14,Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,,22-359,2001,16,16,1440,,1.25,1.25,4.25,3.0,72.1,0.25,0.44,0.31,0.25,25.0,0.19,0.06,0.06,0.06,50.0,https://fbref.com/en/players/d0530e29/Luiz-Lucio-Reis-Junior,d0530e29,Primeira Liga,16.0
15,Kewin,BRA,GK,Moreirense,,28-075,1995,15,15,1350,,0.87,0.87,3.67,2.87,78.2,0.47,0.33,0.2,0.53,53.3,0.07,0.07,0.0,0.0,0.0,https://fbref.com/en/players/aea1afc8/Kewin,aea1afc8,Primeira Liga,15.0
16,Daniel Leite,POR,GK,Estoril,,25-172,1998,5,5,450,,2.6,2.6,4.8,2.4,50.0,0.2,0.0,0.8,0.2,20.0,0.2,0.2,0.0,0.0,0.0,https://fbref.com/en/players/f7c68686/Daniel-Leite,f7c68686,Primeira Liga,5.0
17,Magrão,BRA,GK,Rio Ave,,23-238,2000,7,7,630,,1.71,1.71,4.43,2.71,64.5,0.14,0.29,0.57,0.14,14.3,0.14,0.14,0.0,0.0,0.0,https://fbref.com/en/players/4bc2a77c/Magrao,4bc2a77c,Primeira Liga,7.0
18,Matheus,BRA,GK,Braga,,31-173,1992,16,16,1440,,1.44,1.44,3.94,2.5,66.7,0.63,0.19,0.19,0.06,6.3,0.19,0.13,0.0,0.06,0.0,https://fbref.com/en/players/ef3909cd/Matheus,ef3909cd,Primeira Liga,16.0
19,Kosuke Nakamura,JPN,GK,Portimonense,,28-315,1995,2,2,180,,1.0,1.0,2.5,1.5,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/423daf87/Kosuke-Nakamura,423daf87,Primeira Liga,2.0
20,Rodrigo Nascimento,BRA,GK,Chaves,,27-348,1996,4,4,360,,2.25,2.25,6.0,3.75,62.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/8abb6799/Rodrigo-Nascimento,8abb6799,Primeira Liga,4.0
21,Wagner Santos,BRA,GK,Estrela,,25-255,1998,5,5,427,,0.85,0.84,2.77,1.91,69.2,0.21,0.43,0.43,0.21,20.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/35672141/Wagner-Santos,35672141,Primeira Liga,4.7
22,Vinicius Silvestre,BRA,GK,Portimonense,,29-286,1994,14,14,1260,,2.43,2.43,5.71,3.5,61.3,0.29,0.07,0.64,0.07,7.1,0.21,0.21,0.0,0.0,0.0,https://fbref.com/en/players/1944518a/Vinicius-Silvestre,1944518a,Primeira Liga,14.0
23,Samuel Soares,POR,GK,Benfica,,21-207,2002,3,3,270,,0.67,0.67,3.0,2.33,77.8,1.0,0.0,0.0,0.67,66.7,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/244ff834/Samuel-Soares,244ff834,Primeira Liga,3.0
24,Hugo Souza,BRA,GK,Chaves,,24-342,1999,12,12,1080,,2.67,2.67,5.42,2.75,53.8,0.17,0.17,0.67,0.08,8.3,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/c02e5af1/Hugo-Souza,c02e5af1,Primeira Liga,12.0
25,Anatolii Trubin,UKR,GK,Benfica,,22-160,2001,12,12,1080,,0.42,0.42,3.08,2.5,89.2,0.75,0.25,0.0,0.58,58.3,0.25,0.08,0.17,0.0,66.7,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,41f0b196,Primeira Liga,12.0
26,Bruno Varela,CPV,GK,Vitória,,29-065,1994,16,16,1440,,1.13,1.13,3.94,2.81,76.2,0.56,0.19,0.25,0.31,31.3,0.25,0.19,0.06,0.0,25.0,https://fbref.com/en/players/2bea06e0/Bruno-Varela,2bea06e0,Primeira Liga,16.0
27,Ricardo Velho,POR,GK,Farense,,25-141,1998,16,16,1440,,1.38,1.37,5.81,4.5,80.6,0.38,0.19,0.44,0.31,31.3,0.25,0.25,0.0,0.0,0.0,https://fbref.com/en/players/23d16052/Ricardo-Velho,23d16052,Primeira Liga,16.0
28,Odisseas Vlachodimos,GRE,GK,Benfica,,29-257,1994,1,1,90,,3.0,3.0,4.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/03df04ff/Odisseas-Vlachodimos,03df04ff,Primeira Liga,1.0
1,Nícolas Andrade,BRA,GK,Pisa,,35-271,1988,19,19,1710,,1.11,1.11,3.68,2.63,70.0,0.26,0.37,0.37,0.32,31.6,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/326d09ef/Nicolas-Andrade,326d09ef,Serie B,19.0
2,Lorenzo Andrenacci,ITA,GK,Brescia,,29-006,1995,2,2,180,,2.0,2.0,5.5,3.5,63.6,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/fe471a89/Lorenzo-Andrenacci,fe471a89,Serie B,2.0
3,Francesco Bardi,ITA,GK,Reggiana,,31-355,1992,19,19,1710,,1.26,1.26,4.79,3.42,75.8,0.26,0.42,0.32,0.26,26.3,0.21,0.11,0.11,0.0,50.0,https://fbref.com/en/players/0acda699/Francesco-Bardi,0acda699,Serie B,19.0
4,Davide Barosi,ITA,GK,Ascoli,,23-284,2000,3,2,205,,0.87,0.88,3.04,2.17,71.4,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/fea55381/Davide-Barosi,fea55381,Serie B,2.3
5,Brenno,BRA,GK,Bari,,24-282,1999,19,19,1679,,1.02,1.02,3.8,2.83,74.6,0.21,0.59,0.21,0.27,26.3,0.11,0.05,0.0,0.05,0.0,https://fbref.com/en/players/f002e8eb/Brenno,f002e8eb,Serie B,18.7
6,Bruno,BRA,GK,Venezia,,25-222,1998,9,9,810,,1.11,1.11,3.0,1.89,74.1,0.67,0.0,0.33,0.22,22.2,0.33,0.33,0.0,0.0,0.0,https://fbref.com/en/players/e51336b7/Bruno,e51336b7,Serie B,9.0
7,Leandro Chichizola,ARG,GK,Parma,,33-287,1990,19,19,1710,,0.89,0.89,2.47,1.58,66.0,0.63,0.26,0.11,0.42,42.1,0.05,0.05,0.0,0.0,0.0,https://fbref.com/en/players/8d957256/Leandro-Chichizola,8d957256,Serie B,19.0
8,Bartłomiej Drągowski,POL,GK,Spezia,,26-142,1997,13,13,1170,,1.54,1.54,4.85,3.38,71.4,0.08,0.46,0.46,0.23,23.1,0.15,0.15,0.0,0.0,0.0,https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski,085e71a7,Serie B,13.0
9,Andrea Fulignati,ITA,GK,Catanzaro,,29-069,1994,19,19,1710,,1.26,1.26,4.63,3.32,77.3,0.47,0.16,0.37,0.32,31.6,0.26,0.21,0.05,0.0,20.0,https://fbref.com/en/players/195f5e38/Andrea-Fulignati,195f5e38,Serie B,19.0
10,Riccardo Gagno,ITA,GK,Modena,,26-166,1997,15,15,1303,,1.03,1.04,3.03,2.0,68.2,0.28,0.41,0.34,0.34,33.3,0.07,0.07,0.0,0.0,0.0,https://fbref.com/en/players/92c46fe2/Riccardo-Gagno,92c46fe2,Serie B,14.5
11,Antony Iannarilli,ITA,GK,Ternana,,33-021,1990,19,19,1710,,1.42,1.42,4.53,3.16,74.4,0.21,0.32,0.47,0.11,10.5,0.26,0.26,0.0,0.0,0.0,https://fbref.com/en/players/731193c9/Antony-Iannarilli,731193c9,Serie B,19.0
12,Jesse Joronen,FIN,GK,Venezia,,30-293,1993,10,10,900,,1.0,1.0,3.5,2.5,77.1,0.4,0.5,0.1,0.4,40.0,0.2,0.2,0.0,0.0,0.0,https://fbref.com/en/players/7f66ea09/Jesse-Joronen,7f66ea09,Serie B,10.0
13,Andreas Jungdal,DEN,GK,Cremonese,,21-320,2002,7,7,630,,0.57,0.57,3.57,3.0,84.0,0.57,0.14,0.29,0.71,71.4,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/66c6680a/Andreas-Jungdal,66c6680a,Serie B,7.0
14,Elhan Kastrati,ALB,GK,Cittadella,,26-340,1997,18,18,1620,,1.0,1.0,3.78,2.83,77.9,0.5,0.33,0.17,0.33,33.3,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/241b5471/Elhan-Kastrati,241b5471,Serie B,18.0
15,Luca Lezzerini,ITA,GK,Brescia,,28-290,1995,17,17,1530,,0.94,0.94,3.47,2.41,72.9,0.29,0.41,0.29,0.29,29.4,0.18,0.0,0.12,0.06,100.0,https://fbref.com/en/players/c9c32262/Luca-Lezzerini,c9c32262,Serie B,17.0
16,Luca Maniero,ITA,GK,Cittadella,,28-210,1995,1,1,90,,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/bb8da280/Luca-Maniero,bb8da280,Serie B,1.0
17,Riccardo Melgrati,ITA,GK,Calcio Lecco 1912,,29-205,1994,10,10,855,,1.47,1.47,5.58,4.11,79.2,0.42,0.42,0.21,0.11,10.0,0.32,0.32,0.0,0.0,0.0,https://fbref.com/en/players/dc5b1097/Riccardo-Melgrati,dc5b1097,Serie B,9.5
18,Alessandro Micai,ITA,GK,Cosenza,,30-168,1993,19,19,1710,,1.11,1.11,3.95,2.84,73.3,0.26,0.32,0.42,0.37,36.8,0.05,0.05,0.0,0.0,0.0,https://fbref.com/en/players/6ab58a9b/Alessandro-Micai,6ab58a9b,Serie B,19.0
19,Mirko Pigliacelli,ITA,GK,Palermo,,30-192,1993,19,19,1710,,1.21,1.21,4.05,2.79,71.4,0.47,0.26,0.26,0.26,26.3,0.11,0.05,0.05,0.0,50.0,https://fbref.com/en/players/6ab82588/Mirko-Pigliacelli,6ab82588,Serie B,19.0
20,Marco Pissardo,ITA,GK,Bari,,26-000,1998,1,0,31,,3.33,2.9,3.33,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/73ba463e/Marco-Pissardo,73ba463e,Serie B,0.3
21,Semuel Pizzignacco,ITA,GK,FeralpiSalò,,22-129,2001,19,19,1710,,1.84,1.84,4.74,2.89,66.7,0.16,0.26,0.58,0.05,5.3,0.32,0.26,0.05,0.0,16.7,https://fbref.com/en/players/4f537cf7/Semuel-Pizzignacco,4f537cf7,Serie B,19.0
22,Giacomo Poluzzi,ITA,GK,Südtirol,,35-317,1988,19,19,1710,,1.47,1.47,3.95,2.47,66.7,0.26,0.26,0.47,0.16,15.8,0.16,0.16,0.0,0.0,0.0,https://fbref.com/en/players/07f55871/Giacomo-Poluzzi,07f55871,Serie B,19.0
23,Nicola Ravaglia,ITA,GK,Sampdoria,,35-027,1988,1,1,90,,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/d7a35008/Nicola-Ravaglia,d7a35008,Serie B,1.0
24,Umberto Saracco,ITA,GK,Calcio Lecco 1912,,29-273,1994,10,9,855,,1.58,1.58,4.21,2.63,62.5,0.11,0.11,0.74,0.32,33.3,0.11,0.0,0.0,0.11,,https://fbref.com/en/players/a5894925/Umberto-Saracco,a5894925,Serie B,9.5
25,Mouhamadou Sarr,SEN,GK,Cremonese,,27-003,1997,12,12,1080,,1.0,1.0,3.75,2.75,75.6,0.42,0.33,0.25,0.25,25.0,0.17,0.08,0.08,0.0,50.0,https://fbref.com/en/players/b959a0d1/Mouhamadou-Sarr,b959a0d1,Serie B,12.0
26,Andrea Seculin,ITA,GK,Modena,,33-178,1990,5,4,407,,1.56,1.55,4.89,3.11,68.2,0.67,0.22,0.0,0.0,0.0,0.22,0.0,0.22,0.0,100.0,https://fbref.com/en/players/c4f573f4/Andrea-Seculin,c4f573f4,Serie B,4.5
27,Adrian Šemper,CRO,GK,Como,,25-361,1998,19,19,1710,,1.11,1.11,3.84,2.74,74.0,0.53,0.26,0.21,0.37,36.8,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/f02dde20/Adrian-Semper,f02dde20,Serie B,19.0
28,Filip Stankovic,SRB,GK,Sampdoria,,21-317,2002,18,18,1620,,1.33,1.33,4.28,2.94,70.1,0.39,0.17,0.44,0.22,22.2,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/d34d8ed2/Filip-Stankovic,d34d8ed2,Serie B,18.0
29,Emiliano Viviano,ITA,GK,Ascoli,,38-038,1985,17,17,1503,,1.32,1.32,3.65,2.28,70.5,0.24,0.3,0.48,0.3,29.4,0.42,0.24,0.06,0.12,20.0,https://fbref.com/en/players/03760df0/Emiliano-Viviano,03760df0,Serie B,16.7
30,Jeroen Zoet,NED,GK,Spezia,,33-002,1991,6,6,540,,1.17,1.17,5.0,4.0,80.0,0.33,0.33,0.33,0.33,33.3,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/cc1a0c57/Jeroen-Zoet,cc1a0c57,Serie B,6.0
1,Adriel,BRA,GK,Grêmio,,22,2001,2,2,180,,0.5,0.5,4.0,3.5,87.5,1.0,0.0,0.0,0.5,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/11ad100a/Adriel,11ad100a,Brazilian Serie A,2.0
2,Washington Aguerre,URU,GK,América (MG),,29,1993,2,2,180,,2.0,2.0,3.5,1.5,42.9,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/19da9ece/Washington-Aguerre,19da9ece,Brazilian Serie A,2.0
3,Anderson,BRA,GK,Cruzeiro,,24,1998,1,1,90,,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/29d862d4/Anderson,29d862d4,Brazilian Serie A,1.0
4,Bento,BRA,GK,Ath Paranaense,,23,1999,33,33,2970,,1.12,1.12,4.24,3.06,76.4,0.36,0.33,0.3,0.27,27.3,0.18,0.12,0.06,0.0,33.3,https://fbref.com/en/players/5d699228/Bento,5d699228,Brazilian Serie A,33.0
5,Brenno,BRA,GK,Grêmio,,23,1999,1,1,90,,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f002e8eb/Brenno,f002e8eb,Brazilian Serie A,1.0
6,Rafael Cabral,BRA,GK,Cruzeiro,,32,1990,37,37,3330,,0.86,0.86,3.76,2.89,78.4,0.3,0.35,0.35,0.41,40.5,0.08,0.05,0.0,0.03,0.0,https://fbref.com/en/players/806f7a26/Rafael-Cabral,806f7a26,Brazilian Serie A,37.0
7,Caíque,BRA,GK,Grêmio,,25,1997,4,4,360,,0.75,0.75,4.25,3.5,88.2,1.0,0.0,0.0,0.5,50.0,0.25,0.25,0.0,0.0,0.0,https://fbref.com/en/players/49892b6e/Caique,49892b6e,Brazilian Serie A,4.0
8,João Carlos,BRA,GK,Cuiabá,,34,1988,3,3,270,,1.33,1.33,4.0,2.67,66.7,0.33,0.0,0.67,0.33,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/ad9e7995/Joao-Carlos,ad9e7995,Brazilian Serie A,3.0
9,Cássio,BRA,GK,Corinthians,,35,1987,37,37,3310,,1.3,1.31,4.92,3.64,76.8,0.3,0.38,0.33,0.22,21.6,0.19,0.16,0.0,0.03,0.0,https://fbref.com/en/players/d42f6326/Cassio,d42f6326,Brazilian Serie A,36.8
10,Matheus Cavichioli,BRA,GK,América (MG),,36,1986,15,15,1348,,2.07,2.07,5.07,3.0,61.8,0.13,0.07,0.8,0.07,6.7,0.27,0.13,0.13,0.0,50.0,https://fbref.com/en/players/8470f026/Matheus-Cavichioli,8470f026,Brazilian Serie A,15.0
11,Gabriel Chapecó,BRA,GK,Grêmio,,22,2000,31,31,2790,,1.65,1.65,5.13,3.52,70.4,0.45,0.16,0.39,0.16,16.1,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/a24714b4/Gabriel-Chapeco,a24714b4,Brazilian Serie A,31.0
12,Mateus Claus,BRA,GK,Bahia,,28,1994,1,0,53,,3.33,3.4,5.0,1.67,33.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/03103191/Mateus-Claus,03103191,Brazilian Serie A,0.6
13,Matheus Cunha,BRA,GK,Flamengo,,21,2001,19,18,1580,,1.25,1.25,5.57,4.26,80.6,0.51,0.34,0.17,0.28,27.8,0.23,0.17,0.06,0.0,25.0,https://fbref.com/en/players/9475960a/Matheus-Cunha,9475960a,Brazilian Serie A,17.6
14,Vitor Eudes,BRA,GK,Fluminense,,24,1998,1,1,90,,1.0,1.0,5.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/b7a95ab2/Vitor-Eudes,b7a95ab2,Brazilian Serie A,1.0
15,Éverson,BRA,GK,Atlético Mineiro,,32,1990,36,36,3240,,0.86,0.86,3.67,2.83,78.0,0.47,0.25,0.28,0.39,38.9,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/a59c090b/Everson,a59c090b,Brazilian Serie A,36.0
16,Fábio,BRA,GK,Fluminense,,42,1980,35,35,3150,,1.17,1.17,4.14,3.0,75.2,0.46,0.2,0.34,0.34,34.3,0.17,0.14,0.0,0.03,0.0,https://fbref.com/en/players/15825726/Fabio,15825726,Brazilian Serie A,35.0
17,Marcos Felipe,BRA,GK,Bahia,,26,1996,37,37,3330,,1.38,1.38,4.95,3.57,75.4,0.32,0.22,0.46,0.24,24.3,0.16,0.16,0.0,0.0,0.0,https://fbref.com/en/players/453bdfb9/Marcos-Felipe,453bdfb9,Brazilian Serie A,37.0
18,Danilo Fernandes,BRA,GK,Bahia,,34,1988,1,1,37,,,,15.0,15.0,,,,2.5,,,,,,,,https://fbref.com/en/players/ed05acdc/Danilo-Fernandes,ed05acdc,Brazilian Serie A,0.4
19,Gatito Fernández,PAR,GK,Botafogo (RJ),,34,1988,1,0,45,,2.0,2.0,8.0,6.0,75.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/9a82f79a/Gatito-Fernandez,9a82f79a,Brazilian Serie A,0.5
20,Gabriel,BRA,GK,Coritiba,,30,1992,31,31,2765,,1.95,1.95,5.5,3.58,68.6,0.23,0.16,0.62,0.2,19.4,0.26,0.23,0.03,0.0,12.5,https://fbref.com/en/players/f93ed0df/Gabriel,f93ed0df,Brazilian Serie A,30.7
21,Jandrei,BRA,GK,São Paulo,,29,1993,5,5,450,,0.8,0.8,3.4,2.6,88.2,0.2,0.6,0.2,0.4,40.0,0.4,0.4,0.0,0.0,0.0,https://fbref.com/en/players/85ea4399/Jandrei,85ea4399,Brazilian Serie A,5.0
22,Léo Jardim,BRA,GK,Vasco da Gama,,27,1995,38,38,3420,,1.34,1.34,4.79,3.42,74.2,0.32,0.24,0.45,0.24,23.7,0.13,0.11,0.03,0.0,20.0,https://fbref.com/en/players/f5dfc256/Leo-Jardim,f5dfc256,Brazilian Serie A,38.0
