Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
79,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,es La Liga,23-336,2000,7.4,44.9,0.95,6.08,21.2,17.8,1.62,44.9,2.84,1.35,47.6,1.08,38.1,28.4,172.0,78.6,2.30,2.57,0.68,1.62,2.03,33.1,2.84,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida,e6697917,Big 5 combined
80,Miguel Almirón,PAR,FW,Newcastle Utd,eng Premier League,30-080,1994,20.5,47.9,1.17,6.44,19.8,22.3,4.05,47.9,2.34,1.02,43.8,1.02,43.8,30.3,207.8,105.7,3.76,2.00,1.02,1.41,1.22,34.2,7.66,https://fbref.com/en/players/862a1c15/Miguel-Almiron,862a1c15,Big 5 combined
81,Pontus Almqvist,SWE,"FW,MF",Lecce,it Serie A,24-295,1999,21.8,33.5,0.37,4.31,14.3,15.7,3.30,33.5,4.13,1.61,38.9,1.97,47.8,21.9,177.4,84.8,3.17,2.06,1.42,2.52,1.61,24.0,5.78,https://fbref.com/en/players/0917188a/Pontus-Almqvist,0917188a,Big 5 combined
82,Marcos Alonso,ESP,DF,Barcelona,es La Liga,33-124,1990,2.8,87.9,2.50,21.1,35.7,31.8,2.50,87.9,2.14,1.07,50.0,0.71,33.3,50.4,273.6,138.6,3.93,3.57,0.71,0.71,1.07,56.1,11.8,https://fbref.com/en/players/f4290206/Marcos-Alonso,f4290206,Big 5 combined
83,Adrià Altimira,ESP,"DF,MF",Villarreal,es La Liga,23-033,2001,8.6,64.2,4.42,23.3,32.3,9.53,0.23,64.2,1.86,1.28,68.8,0.47,25.0,29.9,155.6,74.9,1.16,0.70,0.00,0.81,0.58,38.3,1.74,https://fbref.com/en/players/757a3431/Adria-Altimira,757a3431,Big 5 combined
84,Sergi Altimira,ESP,MF,Betis,es La Liga,22-249,2001,5.6,60.4,3.57,14.5,35.7,10.5,0.89,60.4,1.96,1.07,54.5,0.89,45.5,34.1,164.8,71.3,1.61,0.71,0.00,1.43,1.43,42.3,1.25,https://fbref.com/en/players/94acdd4e/Sergi-Altimira,94acdd4e,Big 5 combined
85,Edson Álvarez,MEX,MF,West Ham,eng Premier League,26-189,1997,25.7,60.7,5.76,21.2,32.5,7.78,0.58,60.7,1.63,1.05,64.3,0.54,33.3,33.5,190.5,82.1,0.78,1.05,0.04,1.44,1.17,35.7,1.01,https://fbref.com/en/players/8b3ab7ad/Edson-Alvarez,8b3ab7ad,Big 5 combined
86,Gastón Álvarez,URU,DF,Getafe,es La Liga,24-037,2000,24.2,45.4,4.46,17.2,22.2,6.32,0.83,45.4,0.87,0.37,42.9,0.45,52.4,18.9,82.6,43.4,0.45,0.50,0.00,0.99,0.33,20.5,1.32,https://fbref.com/en/players/852ddfb8/Gaston-Alvarez,852ddfb8,Big 5 combined
87,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,es La Liga,20-303,2003,5.1,69.4,1.96,12.9,22.7,35.3,3.92,69.4,3.53,1.96,55.6,1.18,33.3,41.8,243.5,145.9,4.31,1.96,1.96,2.35,1.37,45.9,11.8,https://fbref.com/en/players/6f392eb8/Hugo-Alvarez,6f392eb8,Big 5 combined
88,Julián Álvarez,ARG,"MF,FW",Manchester City,eng Premier League,24-090,2000,29.2,52.6,0.68,3.66,16.0,33.5,5.00,52.6,1.44,0.68,47.6,0.75,52.4,31.0,151.8,71.0,2.16,2.02,0.92,1.88,1.20,37.4,6.03,https://fbref.com/en/players/15ab5a2b/Julian-Alvarez,15ab5a2b,Big 5 combined
89,Yeray Álvarez,ESP,DF,Athletic Club,es La Liga,29-097,1995,9.7,65.3,4.12,27.0,35.7,2.99,0.62,65.3,0.31,0.21,66.7,0.10,33.3,35.8,226.9,158.5,1.24,0.82,0.10,0.62,0.00,39.6,0.21,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez,3ecc11d8,Big 5 combined
90,Skelly Alvero,FRA,MF,Lyon,fr Ligue 1,21-362,2002,4.7,51.5,1.70,9.15,30.4,12.3,1.28,51.5,1.49,0.85,57.1,0.43,28.6,38.7,184.9,68.3,0.64,0.85,0.00,1.70,1.49,36.4,2.77,https://fbref.com/en/players/add37c13/Skelly-Alvero,add37c13,Big 5 combined
91,Skelly Alvero,FRA,MF,Werder Bremen,de Bundesliga,21-362,2002,1.4,71.4,2.86,18.6,38.6,15.0,4.29,71.4,1.43,1.43,100.0,0.00,0.0,43.6,263.6,122.9,0.71,2.14,0.00,1.43,0.71,44.3,4.29,https://fbref.com/en/players/add37c13/Skelly-Alvero,add37c13,Big 5 combined
92,Papa Amadou Diallo,SEN,FW,Metz,fr Ligue 1,19-310,2004,6.9,42.5,1.74,8.55,21.0,14.6,2.17,42.5,4.78,2.03,42.4,2.75,57.6,27.2,190.7,82.0,2.75,1.88,0.58,3.48,1.16,24.8,6.52,https://fbref.com/en/players/d638ab17/Papa-Amadou-Diallo,d638ab17,Big 5 combined
93,Selim Amallah,MAR,"FW,MF",Valencia,es La Liga,27-167,1996,6.6,43.8,1.06,7.12,20.0,17.4,2.42,43.8,6.36,2.73,42.9,2.27,35.7,25.9,143.2,53.5,1.06,1.97,0.30,4.39,2.27,28.5,5.30,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,Big 5 combined
94,Amath,SEN,"FW,MF",Mallorca,es La Liga,27-289,1996,4.4,45.0,1.36,7.27,18.0,20.5,4.77,45.0,5.68,1.82,32.0,3.41,60.0,27.0,188.6,108.6,4.32,1.82,2.05,5.00,1.82,29.5,6.82,https://fbref.com/en/players/f3b1d9a2/Amath,f3b1d9a2,Big 5 combined
95,Lorenzo Amatucci,ITA,MF,Fiorentina,it Serie A,20-085,2004,0.2,130.0,0.00,5.00,75.0,50.0,5.00,130.0,0.00,0.00,,0.00,,65.0,260.0,85.0,5.00,0.00,0.00,0.00,0.00,85.0,5.00,https://fbref.com/en/players/13b9e2fb/Lorenzo-Amatucci,13b9e2fb,Big 5 combined
96,Zeki Amdouni,SUI,FW,Burnley,eng Premier League,23-148,2000,20.8,35.8,1.15,4.42,17.6,14.8,3.08,35.8,4.13,1.39,33.7,2.16,52.3,21.3,148.5,74.4,2.84,1.30,0.91,3.03,1.49,23.2,4.23,https://fbref.com/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Big 5 combined
97,Kelvin Amian,FRA,DF,Nantes,fr Ligue 1,26-082,1998,7.6,49.6,3.82,14.6,22.1,12.9,0.26,49.6,0.79,0.39,50.0,0.39,50.0,28.0,166.2,76.7,1.58,1.32,0.00,1.45,0.92,27.4,2.37,https://fbref.com/en/players/bcc81786/Kelvin-Amian,bcc81786,Big 5 combined
98,Bruno Amione,ARG,DF,Hellas Verona,it Serie A,22-118,2002,6.4,53.8,3.44,27.5,24.5,2.34,1.09,53.8,0.31,0.16,50.0,0.16,50.0,29.7,143.4,62.8,0.31,0.47,0.00,1.25,0.16,29.4,0.31,https://fbref.com/en/players/2df7cc43/Bruno-Amione,2df7cc43,Big 5 combined
99,Michael Amir Murillo,PAN,DF,Marseille,fr Ligue 1,28-079,1996,8.9,59.0,3.71,16.5,29.9,13.5,1.24,59.0,1.91,1.24,64.7,0.67,35.3,40.7,185.3,65.2,0.45,1.12,0.22,1.01,0.67,37.6,4.38,https://fbref.com/en/players/349cae8f/Michael-Amir-Murillo,349cae8f,Big 5 combined
100,Nadiem Amiri,GER,MF,Mainz 05,de Bundesliga,27-186,1996,12.6,70.3,1.67,10.1,36.4,24.9,1.19,70.2,3.17,1.43,45.0,1.35,42.5,34.2,173.1,81.0,1.19,1.75,0.32,1.59,1.43,38.2,1.51,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
101,Nadiem Amiri,GER,MF,Leverkusen,de Bundesliga,27-186,1996,1.0,116.0,2.00,9.00,62.0,48.0,2.00,116.0,6.00,1.00,16.7,4.00,66.7,57.0,313.0,187.0,5.00,4.00,1.00,2.00,0.00,96.0,6.00,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
102,Kofi Amoako,GER,MF,Wolfsburg,de Bundesliga,18-360,2005,0.0,1,0,1,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/b8e17ca3/Kofi-Amoako,b8e17ca3,Big 5 combined
103,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,eng Premier League,27-253,1996,7.4,74.5,3.92,19.5,43.0,12.7,0.14,74.5,1.08,0.54,50.0,0.27,25.0,46.4,232.3,97.7,0.68,0.95,0.00,0.81,0.95,51.4,1.22,https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Big 5 combined
104,Joachim Andersen,DEN,DF,Crystal Palace,eng Premier League,27-335,1996,35.0,67.9,8.89,34.6,29.9,3.77,1.20,67.9,0.66,0.40,60.9,0.17,26.1,35.6,189.8,111.0,0.60,0.31,0.00,0.31,0.17,41.7,0.29,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Big 5 combined
105,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,eng Premier League,21-176,2002,9.2,54.9,2.07,9.57,23.8,22.6,3.70,54.9,3.15,1.41,44.8,1.52,48.3,30.1,192.7,106.1,3.26,1.96,0.22,2.50,2.07,35.0,6.09,https://fbref.com/en/players/de31038e/Elliot-Anderson,de31038e,Big 5 combined
106,Felipe Anderson,BRA,"FW,MF",Lazio,it Serie A,31-015,1993,28.5,57.4,1.47,8.42,25.5,24.2,3.19,57.4,3.33,1.19,35.8,1.79,53.7,29.1,176.2,92.0,3.47,2.00,0.91,2.07,0.98,42.6,7.26,https://fbref.com/en/players/9f1893b9/Felipe-Anderson,9f1893b9,Big 5 combined
107,Benjamin André,FRA,MF,Lille,fr Ligue 1,33-271,1990,26.6,78.3,3.53,17.6,51.0,10.1,1.13,78.3,0.79,0.34,42.9,0.45,57.1,59.7,282.3,117.4,0.71,1.28,0.04,1.05,0.75,56.4,1.13,https://fbref.com/en/players/ef9c1c95/Benjamin-Andre,ef9c1c95,Big 5 combined
108,Komnen Andrić,SRB,FW,Clermont Foot,fr Ligue 1,28-304,1995,1.8,40.6,1.11,1.67,20.6,18.3,1.67,40.6,2.22,0.56,25.0,1.67,75.0,28.3,127.2,21.7,0.00,1.67,0.56,3.89,2.78,32.2,12.8,https://fbref.com/en/players/af3ddb2e/Komnen-Andric,af3ddb2e,Big 5 combined
109,Robert Andrich,GER,"MF,DF",Leverkusen,de Bundesliga,29-221,1994,15.9,87.7,2.77,16.7,57.2,14.6,0.75,87.7,0.50,0.31,62.5,0.13,25.0,47.7,211.8,104.9,1.13,1.70,0.00,0.82,0.38,66.1,0.63,https://fbref.com/en/players/e0b113a7/Robert-Andrich,e0b113a7,Big 5 combined
110,Miguel Ángel Rubio,ESP,DF,Granada,es La Liga,26-050,1998,13.3,55.9,7.44,33.0,21.3,1.73,0.98,55.9,0.30,0.30,100.0,0.00,0.0,27.3,135.9,76.5,0.23,0.23,0.00,0.75,0.08,31.2,0.08,https://fbref.com/en/players/56cafd0a/Miguel-Angel-Rubio,56cafd0a,Big 5 combined
111,Angeliño,ESP,DF,Roma,it Serie A,27-117,1997,8.8,66.0,4.77,22.0,31.4,13.1,0.45,66.0,0.91,0.23,25.0,0.68,75.0,31.0,136.6,62.3,0.68,0.80,0.00,0.68,0.45,38.5,3.75,https://fbref.com/en/players/30941e96/Angelino,30941e96,Big 5 combined
112,Fabrizio Angileri,ARG,"DF,MF",Getafe,es La Liga,30-046,1994,1.1,71.8,3.64,15.5,34.5,23.6,0.00,71.8,2.73,0.91,33.3,0.91,33.3,31.8,129.1,55.5,0.91,1.82,0.00,0.91,0.00,37.3,4.55,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,fdd26d71,Big 5 combined
113,Jaidon Anthony,ENG,FW,Bournemouth,eng Premier League,24-151,1999,1.7,40.6,1.18,8.82,15.9,15.9,2.35,40.6,3.53,1.18,33.3,1.76,50.0,21.2,94.1,45.3,1.18,1.18,0.00,2.94,1.18,23.5,5.29,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Big 5 combined
114,Waldemar Anton,GER,DF,Stuttgart,de Bundesliga,27-285,1996,29.1,91.5,9.48,38.5,49.3,4.23,0.96,91.5,0.65,0.45,68.4,0.21,31.6,57.9,329.4,180.9,1.20,0.62,0.17,0.89,0.34,64.1,0.41,https://fbref.com/en/players/5e66fa06/Waldemar-Anton,5e66fa06,Big 5 combined
115,Michail Antonio,JAM,FW,West Ham,eng Premier League,34-033,1990,16.4,29.5,0.30,2.80,12.4,14.6,3.29,29.5,3.35,1.65,49.1,1.28,38.2,19.4,129.3,62.0,2.74,0.98,1.10,4.09,1.89,22.6,5.85,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970,Big 5 combined
116,Antony,BRA,FW,Manchester Utd,eng Premier League,24-066,2000,13.8,55.7,1.16,7.10,20.5,29.6,4.20,55.7,5.00,1.88,37.7,2.25,44.9,38.1,254.6,130.1,3.70,2.61,1.67,1.88,1.38,39.3,10.3,https://fbref.com/en/players/99127249/Antony,99127249,Big 5 combined
117,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,de Bundesliga,30-083,1994,13.1,44.4,0.76,5.50,12.4,27.1,3.66,44.4,2.52,0.53,21.2,1.68,66.7,23.0,158.8,80.5,3.74,1.68,1.30,2.29,1.83,27.5,10.0,https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei,0a3f6cde,Big 5 combined
118,Houssem Aouar,ALG,"MF,FW",Roma,it Serie A,25-305,1998,7.6,53.6,0.39,5.66,28.2,20.1,3.42,53.6,2.37,1.05,44.4,0.92,38.9,33.4,168.0,72.9,2.11,1.84,0.92,2.11,1.84,38.0,7.50,https://fbref.com/en/players/a5db0bec/Houssem-Aouar,a5db0bec,Big 5 combined
119,Stredair Appuah,FRA,"FW,MF",Nantes,fr Ligue 1,19-308,2004,0.9,46.7,1.11,7.78,22.2,16.7,3.33,46.7,6.67,4.44,66.7,2.22,33.3,30.0,208.9,102.2,3.33,1.11,1.11,4.44,1.11,28.9,2.22,https://fbref.com/en/players/42f0113f/Stredair-Appuah,42f0113f,Big 5 combined
120,Mauro Arambarri,URU,MF,Getafe,es La Liga,28-213,1995,3.8,49.5,2.37,7.89,30.3,11.6,1.58,49.5,1.58,0.53,33.3,1.05,66.7,28.9,144.2,56.3,0.53,1.58,0.00,1.32,1.32,27.4,1.58,https://fbref.com/en/players/58afe001/Mauro-Arambarri,58afe001,Big 5 combined
121,Jon Aramburu,VEN,DF,Real Sociedad,es La Liga,21-282,2002,4.8,66.9,3.54,15.0,35.6,17.3,0.63,66.9,1.04,0.21,20.0,0.63,60.0,29.4,120.2,55.6,0.63,1.88,0.00,1.25,1.04,36.7,4.79,https://fbref.com/en/players/dc7a172e/Jon-Aramburu,dc7a172e,Big 5 combined
122,Julian Araujo,MEX,DF,Las Palmas,es La Liga,22-261,2001,14.4,61.9,4.93,18.8,32.6,11.0,0.90,61.9,1.11,0.69,62.5,0.35,31.3,29.8,117.0,57.7,1.60,1.11,0.21,1.94,0.14,34.1,2.64,https://fbref.com/en/players/8f4541c2/Julian-Araujo,8f4541c2,Big 5 combined
123,Ronald Araújo,URU,DF,Barcelona,es La Liga,25-054,1999,19.9,79.6,7.54,32.9,43.2,4.12,1.21,79.6,0.55,0.40,72.7,0.10,18.2,51.4,276.2,165.7,1.16,0.70,0.10,0.65,0.20,59.0,0.45,https://fbref.com/en/players/2bef2bca/Ronald-Araujo,2bef2bca,Big 5 combined
124,Oliver Arblaster,ENG,MF,Sheffield Utd,eng Premier League,19-361,2004,8.1,50.7,3.46,13.1,30.6,7.90,0.37,50.7,2.72,1.98,72.7,0.62,22.7,25.9,144.1,63.2,1.36,1.23,0.25,1.11,0.99,27.5,0.37,https://fbref.com/en/players/afe1a491/Oliver-Arblaster,afe1a491,Big 5 combined
125,Cameron Archer,ENG,"FW,MF",Sheffield Utd,eng Premier League,22-284,2001,18.0,28.3,0.67,3.39,10.3,15.2,3.39,28.3,3.06,1.61,52.7,1.33,43.6,17.4,110.4,50.2,1.72,1.33,1.06,3.11,2.06,19.1,5.44,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
126,Cameron Archer,ENG,MF,Aston Villa,eng Premier League,22-284,2001,0.1,70.0,0.00,10.0,40.0,20.0,0.00,70.0,0.00,0.00,,0.00,,50.0,390.0,280.0,10.0,10.0,0.00,10.0,0.00,70.0,0.00,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
127,Alphonse Areola,FRA,GK,West Ham,eng Premier League,31-063,1993,27.0,32.9,27.9,32.6,0.26,0.00,0.00,32.9,0.04,0.04,100.0,0.00,0.0,16.4,105.8,65.4,0.00,0.04,0.00,0.00,0.00,11.4,0.00,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72,Big 5 combined
128,Adu Ares,ESP,FW,Athletic Club,es La Liga,22-201,2001,2.1,47.6,0.48,7.62,20.0,22.4,1.43,47.6,7.14,4.76,66.7,1.90,26.7,35.2,286.2,122.9,3.81,0.48,0.95,2.38,1.90,35.2,15.2,https://fbref.com/en/players/a461f098/Adu-Ares,a461f098,Big 5 combined
129,Jesús Areso,ESP,DF,Osasuna,es La Liga,24-303,1999,25.6,57.3,2.73,12.3,23.8,22.0,0.78,57.3,2.62,1.37,52.2,1.13,43.3,25.7,151.1,80.4,2.50,1.95,0.23,1.84,0.78,30.6,6.17,https://fbref.com/en/players/94e01ec6/Jesus-Areso,94e01ec6,Big 5 combined
130,Matias Arezo,URU,FW,Granada,es La Liga,21-161,2002,3.1,31.9,1.61,3.87,17.1,11.9,3.23,31.9,0.00,0.00,,0.00,,13.9,73.2,40.0,1.29,0.97,0.65,1.94,0.97,19.0,4.19,https://fbref.com/en/players/484ebdb0/Matias-Arezo,484ebdb0,Big 5 combined
131,Iñigo Arguibide,ESP,DF,Osasuna,es La Liga,19-011,2005,0.2,40.0,0.00,20.0,15.0,5.00,0.00,40.0,0.00,0.00,,0.00,,5.00,15.0,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide,d80d7f17,Big 5 combined
132,Yoël Armougom,FRA,"DF,MF",Clermont Foot,fr Ligue 1,25-330,1998,2.6,56.9,1.92,10.0,27.7,19.2,0.38,56.9,1.15,0.38,33.3,0.38,33.3,40.4,231.2,137.7,2.31,1.92,0.00,0.77,0.00,40.0,9.62,https://fbref.com/en/players/9dd5da03/Yoel-Armougom,9dd5da03,Big 5 combined
133,José Arnaiz,ESP,"FW,MF",Osasuna,es La Liga,29-015,1995,9.0,44.3,0.22,3.44,15.1,25.9,3.11,44.3,2.78,1.00,36.0,1.44,52.0,25.9,167.0,78.8,2.33,2.00,0.78,2.89,2.44,29.7,8.33,https://fbref.com/en/players/46e07328/Jose-Arnaiz,46e07328,Big 5 combined
134,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,fr Ligue 1,21-020,2003,11.6,47.3,0.60,6.21,25.3,16.6,2.67,47.3,2.76,1.29,46.9,1.21,43.8,39.2,230.1,100.5,1.98,1.90,0.60,1.64,1.03,37.4,6.12,https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson,e2ae54db,Big 5 combined
135,Marko Arnautović,AUT,FW,Inter,it Serie A,35-011,1989,7.2,40.1,0.83,2.50,18.6,19.2,4.58,40.1,0.83,0.14,16.7,0.69,83.3,23.6,91.7,30.3,1.25,0.97,0.42,2.64,1.25,31.0,9.03,https://fbref.com/en/players/00459419/Marko-Arnautovic,00459419,Big 5 combined
136,Maximilian Arnold,GER,MF,Wolfsburg,de Bundesliga,29-339,1994,24.8,65.6,3.27,15.3,39.2,11.7,0.20,65.6,0.36,0.20,55.6,0.12,33.3,35.2,151.1,67.3,0.73,0.44,0.04,0.73,0.56,41.3,0.65,https://fbref.com/en/players/86e119e0/Maximilian-Arnold,86e119e0,Big 5 combined
137,Mohamed El Arouch,FRA,FW,Lyon,fr Ligue 1,20-024,2004,0.0,2,0,1,2,0,0,2,1,1,100.0,0,0.0,1,8,6,0,0,0,0,0,0,0,https://fbref.com/en/players/508a9011/Mohamed-El-Arouch,508a9011,Big 5 combined
138,Sergio Arribas,ESP,"MF,FW",Almería,es La Liga,22-213,2001,20.4,43.1,0.54,5.10,20.7,17.9,3.24,43.1,2.11,0.64,30.2,1.37,65.1,23.5,125.0,66.1,2.35,1.42,0.44,1.81,0.74,27.3,4.22,https://fbref.com/en/players/1e465e70/Sergio-Arribas,1e465e70,Big 5 combined
139,Kepa Arrizabalaga,ESP,GK,Real Madrid,es La Liga,29-210,1994,13.0,36.2,31.4,35.9,0.23,0.00,0.00,36.2,0.00,0.00,,0.00,,24.0,96.4,61.7,0.00,0.00,0.00,0.00,0.00,23.1,0.00,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,28d596a0,Big 5 combined
140,Arthur,BRA,DF,Leverkusen,de Bundesliga,21-044,2003,0.4,65.0,2.50,15.0,17.5,32.5,0.00,65.0,0.00,0.00,,0.00,,35.0,312.5,225.0,5.00,5.00,0.00,0.00,0.00,40.0,10.0,https://fbref.com/en/players/8a958856/Arthur,8a958856,Big 5 combined
141,Takuma Asano,JPN,"FW,MF",Bochum,de Bundesliga,29-172,1994,21.6,28.6,0.79,3.24,9.81,16.3,4.35,28.6,1.62,0.69,42.9,0.83,51.4,16.9,125.9,57.7,2.55,1.25,1.30,2.18,1.48,19.2,7.41,https://fbref.com/en/players/13ddc856/Takuma-Asano,13ddc856,Big 5 combined
142,Marco Asensio,ESP,"MF,FW",Paris S-G,fr Ligue 1,28-100,1996,10.3,58.4,0.49,6.41,24.9,27.9,2.72,58.4,2.04,0.87,42.9,0.97,47.6,48.0,278.2,113.7,2.91,2.72,0.58,1.07,0.78,45.8,7.28,https://fbref.com/en/players/45af8a54/Marco-Asensio,45af8a54,Big 5 combined
143,Kristjan Asllani,ALB,MF,Inter,it Serie A,22-052,2002,6.7,91.9,2.39,22.8,51.9,17.6,0.45,91.9,0.75,0.45,60.0,0.30,40.0,60.1,253.7,95.4,0.30,1.04,0.00,0.75,0.45,68.4,1.19,https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani,0fdcef0e,Big 5 combined
144,Joel Asoro,SWE,"FW,MF",Metz,fr Ligue 1,25-003,1999,9.4,28.0,0.74,6.28,11.8,10.7,1.17,28.0,3.72,1.28,34.3,2.02,54.3,18.9,136.8,50.5,1.49,1.38,0.00,2.77,1.81,17.8,4.57,https://fbref.com/en/players/13e827f8/Joel-Asoro,13e827f8,Big 5 combined
145,Iago Aspas,ESP,FW,Celta Vigo,es La Liga,36-273,1987,25.8,50.7,0.35,3.06,21.0,27.1,4.34,50.6,1.47,0.93,63.2,0.35,23.7,32.2,159.6,77.9,2.60,1.98,0.78,1.82,1.20,36.9,6.55,https://fbref.com/en/players/7dcf86f6/Iago-Aspas,7dcf86f6,Big 5 combined
146,Lorenz Assignon,TOG,DF,Burnley,eng Premier League,23-313,2000,11.2,47.4,3.57,15.5,18.7,14.1,2.05,47.4,2.32,1.07,46.2,1.07,46.2,19.4,133.4,78.3,2.86,0.98,0.71,1.79,0.98,21.1,3.84,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Big 5 combined
147,Lorenz Assignon,TOG,DF,Rennes,fr Ligue 1,23-313,2000,11.2,63.6,2.32,14.1,28.8,21.2,1.88,63.6,2.05,0.89,43.5,1.16,56.5,43.7,245.9,123.2,2.50,1.70,0.63,1.16,0.45,38.5,5.98,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Big 5 combined
148,Youcef Atal,ALG,DF,Nice,fr Ligue 1,27-349,1996,4.0,71.5,1.75,17.0,42.3,14.3,0.75,71.5,5.25,2.75,52.4,2.00,38.1,55.0,372.0,175.3,2.25,3.50,0.25,1.25,0.75,48.3,1.25,https://fbref.com/en/players/6a827d8e/Youcef-Atal,6a827d8e,Big 5 combined
149,Valentin Atangana Edoa,FRA,MF,Reims,fr Ligue 1,18-249,2005,6.2,42.6,2.10,11.1,21.9,10.5,1.77,42.6,1.29,0.32,25.0,0.81,62.5,26.8,184.0,68.4,1.61,1.77,0.32,1.94,0.48,24.2,2.74,https://fbref.com/en/players/6b5edd5d/Valentin-Atangana-Edoa,6b5edd5d,Big 5 combined
150,Arthur Atta,FRA,"MF,FW",Metz,fr Ligue 1,21-107,2003,9.3,53.5,2.90,13.3,29.2,11.6,1.72,53.5,2.90,1.08,37.0,1.72,59.3,36.7,222.6,94.0,1.40,1.61,0.22,1.72,1.40,34.3,2.04,https://fbref.com/en/players/d3ddf88b/Arthur-Atta,d3ddf88b,Big 5 combined
151,Noah Atubolu,GER,GK,Freiburg,de Bundesliga,21-341,2002,31.0,42.7,32.3,42.1,0.65,0.00,0.00,42.7,0.00,0.00,,0.00,,24.5,139.6,74.6,0.00,0.00,0.00,0.06,0.00,21.5,0.00,https://fbref.com/en/players/dbd1b101/Noah-Atubolu,dbd1b101,Big 5 combined
152,Pierre-Emerick Aubameyang,GAB,FW,Marseille,fr Ligue 1,34-317,1989,26.1,33.0,1.11,3.10,13.3,17.2,5.33,32.9,1.11,0.57,51.7,0.46,41.4,23.8,139.0,55.2,2.41,1.15,1.30,1.23,0.73,23.2,7.82,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,d5dd5f1f,Big 5 combined
153,Emil Audero,ITA,GK,Inter,it Serie A,27-103,1997,2.0,58.5,50.5,58.5,0.00,0.00,0.00,58.5,0.00,0.00,,0.00,,40.0,175.5,88.0,0.00,0.00,0.00,0.00,0.00,41.0,0.00,https://fbref.com/en/players/649b01d8/Emil-Audero,649b01d8,Big 5 combined
154,Tommaso Augello,ITA,DF,Cagliari,it Serie A,29-244,1994,23.1,58.7,3.68,19.9,24.2,15.2,0.39,58.7,1.13,0.56,50.0,0.48,42.3,26.7,151.9,82.0,2.42,1.43,0.04,0.82,0.30,29.8,3.72,https://fbref.com/en/players/3cd3b384/Tommaso-Augello,3cd3b384,Big 5 combined
155,Carlos Augusto,BRA,DF,Inter,it Serie A,25-114,1999,15.9,64.6,4.09,18.9,27.9,18.4,3.08,64.6,1.26,0.69,55.0,0.38,30.0,36.5,180.0,93.1,2.45,1.89,0.75,1.19,0.82,44.1,5.09,https://fbref.com/en/players/8d3cd59d/Carlos-Augusto,8d3cd59d,Big 5 combined
156,Yann Aurel Bisseck,GER,DF,Inter,it Serie A,23-153,2000,8.0,74.3,7.50,31.5,34.3,8.75,1.75,74.3,1.25,0.38,30.0,0.75,60.0,50.8,297.1,167.3,2.50,2.50,0.00,0.75,0.38,59.1,2.13,https://fbref.com/en/players/3963c25b/Yann-Aurel-Bisseck,3963c25b,Big 5 combined
157,Serge Aurier,CIV,"DF,MF",Nott'ham Forest,eng Premier League,31-128,1992,9.3,61.1,4.19,17.7,30.1,13.7,1.40,61.1,1.51,0.32,21.4,1.18,78.6,26.8,111.7,57.2,1.08,1.61,0.11,0.97,0.86,37.3,3.12,https://fbref.com/en/players/5c2b4f07/Serge-Aurier,5c2b4f07,Big 5 combined
