Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
87,Mohamed Ali Cho,FRA,"FW,MF",Nice,fr Ligue 1,20-102,2004,14,706,50,25.3,7.8,1.15,67,0.00,0.64,20,0.00,1.14,1.03,0.77,0.26,+0.25,-0.13,1.37,1.01,0.36,+0.36,-0.08,https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho,f8405304,Big 5 combined
88,Yanis Ali Issoufou,FRA,FW,Montpellier,fr Ligue 1,17-185,2006,1,13,13,0.5,0.1,0.00,,0.00,10.0,13,60.0,0.00,0.00,0.00,0.00,0.00,+0.13,,,,,,https://fbref.com/en/players/5d004b30/Yanis-Ali-Issoufou,5d004b30,Big 5 combined
89,Faride Alidou,GER,"FW,MF",Köln,de Bundesliga,22-287,2001,23,1080,47,38.7,12.0,0.92,69,0.00,1.00,27,0.17,0.78,0.92,1.83,-0.92,-0.92,+0.08,1.04,1.80,-0.76,-0.76,+0.23,https://fbref.com/en/players/00f518d8/Faride-Alidou,00f518d8,Big 5 combined
90,Nabil Alioui,FRA,"MF,FW",Le Havre,fr Ligue 1,25-072,1999,18,1009,56,36.2,11.2,1.07,71,0.00,0.54,26,0.09,1.11,0.89,1.25,-0.36,-0.36,0.00,1.06,1.36,-0.29,-0.30,+0.19,https://fbref.com/en/players/b386310a/Nabil-Alioui,b386310a,Big 5 combined
91,Alisson,BRA,GK,Liverpool,eng Premier League,31-211,1992,25,2250,90,71.4,25.0,1.00,90,1.00,0.00,,0.00,1.96,2.04,1.00,1.04,+1.04,-0.46,2.10,1.22,0.88,+0.88,-0.66,https://fbref.com/en/players/7a2e46a8/Alisson,7a2e46a8,Big 5 combined
92,Tadeo Allende,ARG,"MF,FW",Celta Vigo,es La Liga,25-070,1999,8,287,36,9.7,3.2,0.63,66,0.00,1.88,26,0.94,0.88,2.19,2.19,0.00,0.00,+0.44,1.56,1.50,0.06,+0.06,+0.26,https://fbref.com/en/players/75a66bed/Tadeo-Allende,75a66bed,Big 5 combined
93,Jim Allevinah,GAB,"MF,DF",Clermont Foot,fr Ligue 1,29-063,1995,27,1769,66,63.4,19.7,1.07,76,0.25,0.30,29,0.05,0.78,0.86,1.42,-0.56,-0.56,+0.67,0.91,1.65,-0.74,-0.74,-0.03,https://fbref.com/en/players/1956b948/Jim-Allevinah,1956b948,Big 5 combined
94,Téo Allix,FRA,DF,Montpellier,fr Ligue 1,19-300,2004,0,,,,,0,,0,0,,8,,,,,,,,,,,,https://fbref.com/en/players/d609ec7d/Teo-Allix,d609ec7d,Big 5 combined
95,Pasquale Allocca,ITA,GK,Salernitana,it Serie A,18-357,2005,0,,,,,0,,0,0,,12,,,,,,,,,,,,https://fbref.com/en/players/6e9cd7ed/Pasquale-Allocca,6e9cd7ed,Big 5 combined
96,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,es La Liga,23-336,2000,12,662,55,23.0,7.4,1.08,67,0.00,0.54,31,0.41,1.33,1.35,0.95,0.41,+0.41,+0.49,0.88,1.16,-0.30,-0.29,-0.14,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida,e6697917,Big 5 combined
97,Iker Almena,ESP,FW,Girona,es La Liga,19-362,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/0b32f721/Iker-Almena,0b32f721,Big 5 combined
98,Miguel Almirón,PAR,FW,Newcastle Utd,eng Premier League,30-080,1994,29,1848,64,60.4,20.5,1.12,74,0.24,0.29,24,0.00,1.48,1.85,1.80,0.05,+0.05,-1.29,1.79,1.78,0.01,+0.01,-0.59,https://fbref.com/en/players/862a1c15/Miguel-Almiron,862a1c15,Big 5 combined
99,Pontus Almqvist,SWE,"FW,MF",Lecce,it Serie A,24-295,1999,27,1962,73,64.1,21.8,1.06,81,0.55,0.18,26,0.00,1.00,0.87,1.42,-0.55,-0.55,-0.06,1.11,1.41,-0.30,-0.30,-0.13,https://fbref.com/en/players/0917188a/Pontus-Almqvist,0917188a,Big 5 combined
100,Marcos Alonso,ESP,DF,Barcelona,es La Liga,33-124,1990,5,252,50,8.8,2.8,1.07,75,0.71,0.71,14,3.93,3.00,2.50,1.43,1.07,+1.07,+0.25,1.86,1.25,0.61,+0.59,-0.48,https://fbref.com/en/players/f4290206/Marcos-Alonso,f4290206,Big 5 combined
101,Adrià Altimira,ESP,"DF,MF",Villarreal,es La Liga,23-033,2001,11,775,70,26.1,8.6,1.16,74,0.47,0.12,37,0.81,1.00,1.28,2.56,-1.28,-1.28,-1.69,1.49,2.17,-0.69,-0.68,-0.85,https://fbref.com/en/players/757a3431/Adria-Altimira,757a3431,Big 5 combined
102,Sergi Altimira,ESP,MF,Betis,es La Liga,22-249,2001,12,504,42,17.0,5.6,1.07,72,0.36,1.07,12,3.21,1.58,1.07,1.96,-0.89,-0.89,-1.15,1.30,1.75,-0.45,-0.45,-0.31,https://fbref.com/en/players/94acdd4e/Sergi-Altimira,94acdd4e,Big 5 combined
103,Edson Álvarez,MEX,MF,West Ham,eng Premier League,26-189,1997,29,2312,80,73.4,25.7,1.05,84,0.70,0.08,28,0.00,1.59,1.56,1.63,-0.08,-0.08,+0.67,1.37,1.82,-0.46,-0.45,+0.10,https://fbref.com/en/players/8b3ab7ad/Edson-Alvarez,8b3ab7ad,Big 5 combined
104,Gastón Álvarez,URU,DF,Getafe,es La Liga,24-037,2000,30,2177,73,73.3,24.2,1.03,85,0.83,0.21,12,0.04,1.30,0.95,1.36,-0.41,-0.41,-1.09,1.16,1.44,-0.29,-0.29,-0.06,https://fbref.com/en/players/852ddfb8/Gaston-Alvarez,852ddfb8,Big 5 combined
105,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,es La Liga,20-303,2003,8,458,57,15.4,5.1,0.98,84,0.39,0.59,12,0.59,1.63,1.18,1.18,0.00,0.00,+0.47,1.61,1.29,0.29,+0.30,+0.56,https://fbref.com/en/players/6f392eb8/Hugo-Alvarez,6f392eb8,Big 5 combined
106,Iker Álvarez,AND,GK,Villarreal,es La Liga,22-280,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/13619663/Iker-Alvarez,13619663,Big 5 combined
107,Julián Álvarez,ARG,"MF,FW",Manchester City,eng Premier League,24-090,2000,33,2628,80,85.9,29.2,1.06,83,0.51,0.07,24,0.03,2.36,2.53,0.82,1.71,+1.71,+2.13,2.05,0.88,1.17,+1.17,+0.68,https://fbref.com/en/players/15ab5a2b/Julian-Alvarez,15ab5a2b,Big 5 combined
108,Agustín Álvarez Martínez,URU,FW,Sassuolo,it Serie A,22-347,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/ab472696/Agustin-Alvarez-Martinez,ab472696,Big 5 combined
109,Yeray Álvarez,ESP,DF,Athletic Club,es La Liga,29-097,1995,15,870,58,29.3,9.7,1.03,72,0.62,0.52,30,0.31,1.73,1.44,1.03,0.41,+0.41,-0.27,1.16,1.01,0.15,+0.15,-0.42,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez,3ecc11d8,Big 5 combined
110,Skelly Alvero,FRA,MF,Lyon,fr Ligue 1,21-362,2002,8,426,53,15.3,4.7,1.28,65,0.43,0.43,18,0.21,0.75,1.06,1.91,-0.85,-0.85,-0.65,1.38,1.45,-0.06,-0.06,+0.11,https://fbref.com/en/players/add37c13/Skelly-Alvero,add37c13,Big 5 combined
111,Skelly Alvero,FRA,MF,Werder Bremen,de Bundesliga,21-362,2002,6,123,21,4.4,1.4,0.71,78,0.00,3.57,9,1.43,0.50,0.71,0.71,0.00,0.00,+0.30,1.43,1.21,0.21,+0.18,+0.52,https://fbref.com/en/players/add37c13/Skelly-Alvero,add37c13,Big 5 combined
112,Steven Alzate,COL,MF,Brighton,eng Premier League,25-235,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/ad1f61f3/Steven-Alzate,ad1f61f3,Big 5 combined
113,Papa Amadou Diallo,SEN,FW,Metz,fr Ligue 1,19-310,2004,13,624,48,22.4,6.9,0.87,73,0.14,1.01,26,1.16,1.00,1.45,1.45,0.00,0.00,+0.79,1.32,1.20,0.10,+0.11,+0.86,https://fbref.com/en/players/d638ab17/Papa-Amadou-Diallo,d638ab17,Big 5 combined
114,Selim Amallah,MAR,"FW,MF",Valencia,es La Liga,27-167,1996,18,595,33,20.7,6.6,1.06,62,0.15,1.67,15,0.61,1.56,0.61,0.91,-0.30,-0.30,-0.42,0.62,1.06,-0.44,-0.43,-0.31,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,Big 5 combined
115,Harry Amass,ENG,DF,Manchester Utd,eng Premier League,17-045,2007,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/7b47100c/Harry-Amass,7b47100c,Big 5 combined
116,Amath,SEN,"FW,MF",Mallorca,es La Liga,27-289,1996,15,394,26,13.3,4.4,0.68,63,0.00,2.73,17,1.59,0.87,0.68,0.91,-0.23,-0.23,+0.16,1.61,1.41,0.20,+0.21,+0.44,https://fbref.com/en/players/f3b1d9a2/Amath,f3b1d9a2,Big 5 combined
117,Lorenzo Amatucci,ITA,MF,Fiorentina,it Serie A,20-085,2004,2,22,11,0.7,0.2,0.00,,0.00,10.0,11,75.0,1.50,0.00,0.00,0.00,0.00,-0.27,1.00,0.50,0.50,+0.42,+0.31,https://fbref.com/en/players/13b9e2fb/Lorenzo-Amatucci,13b9e2fb,Big 5 combined
118,Jordan Amavi,FRA,DF,Brest,fr Ligue 1,30-052,1994,0,,,,,0,,0,0,,11,,,,,,,,,,,,https://fbref.com/en/players/22721b88/Jordan-Amavi,22721b88,Big 5 combined
119,Zeki Amdouni,SUI,FW,Burnley,eng Premier League,23-148,2000,31,1870,60,59.4,20.8,1.25,68,0.10,0.24,18,0.19,0.68,0.87,1.88,-1.01,-1.01,-0.24,0.89,1.65,-0.76,-0.76,-0.13,https://fbref.com/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Big 5 combined
120,Kelvin Amian,FRA,DF,Nantes,fr Ligue 1,26-082,1998,9,680,76,24.4,7.6,1.18,76,0.79,0.00,,0.00,0.89,0.79,1.45,-0.66,-0.66,-0.02,1.05,1.54,-0.49,-0.49,0.00,https://fbref.com/en/players/bcc81786/Kelvin-Amian,bcc81786,Big 5 combined
121,Bruno Amione,ARG,DF,Hellas Verona,it Serie A,22-118,2002,10,579,58,18.9,6.4,1.09,76,0.47,0.47,16,1.88,1.00,1.09,1.88,-0.78,-0.78,-0.45,0.89,1.39,-0.50,-0.49,-0.12,https://fbref.com/en/players/2df7cc43/Bruno-Amione,2df7cc43,Big 5 combined
122,Michael Amir Murillo,PAN,DF,Marseille,fr Ligue 1,28-079,1996,13,805,62,28.9,8.9,0.90,85,0.67,0.56,26,0.34,1.69,1.69,1.12,0.56,+0.56,+0.38,1.76,0.74,1.01,+1.01,+0.59,https://fbref.com/en/players/349cae8f/Michael-Amir-Murillo,349cae8f,Big 5 combined
123,Nadiem Amiri,GER,MF,Mainz 05,de Bundesliga,27-186,1996,13,1136,87,40.7,12.6,1.03,87,0.79,0.00,,0.00,1.31,1.35,1.51,-0.16,-0.16,+0.66,1.52,1.63,-0.12,-0.12,-0.01,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
124,Nadiem Amiri,GER,MF,Leverkusen,de Bundesliga,27-186,1996,8,86,11,3.1,1.0,1.00,67,0.00,7.00,3,11.0,2.50,0.00,0.00,0.00,0.00,-1.83,2.30,0.70,1.60,+1.62,+0.41,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
125,Jordan Amissah,GHA,GK,Sheffield Utd,eng Premier League,22-272,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,https://fbref.com/en/players/50fc4c0a/Jordan-Amissah,50fc4c0a,Big 5 combined
126,Kofi Amoako,GER,MF,Wolfsburg,de Bundesliga,18-360,2005,2,2,1,0.1,0.0,0,,0,2,1,3,2.00,0,0,0,0.00,+0.45,0.0,0.0,0.0,0.00,+0.20,https://fbref.com/en/players/b8e17ca3/Kofi-Amoako,b8e17ca3,Big 5 combined
127,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,eng Premier League,27-253,1996,17,663,39,21.7,7.4,0.95,83,0.68,1.35,8,1.08,1.76,0.68,1.49,-0.81,-0.81,-1.08,1.58,1.81,-0.22,-0.22,+0.05,https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Big 5 combined
128,Sofyan Amrabat,MAR,MF,Fiorentina,it Serie A,27-253,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Big 5 combined
129,Ayoub Amraoui,MAR,DF,Nice,fr Ligue 1,19-352,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/ae11ba3d/Ayoub-Amraoui,ae11ba3d,Big 5 combined
130,Joseph Anang,ENG,GK,West Ham,eng Premier League,23-327,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/21a866b7/Joseph-Anang,21a866b7,Big 5 combined
131,Joachim Andersen,DEN,DF,Crystal Palace,eng Premier League,27-335,1996,35,3149,90,100.0,35.0,1.00,90,0.97,0.00,,0.00,1.14,1.29,1.63,-0.34,-0.34,-0.34,1.19,1.41,-0.21,-0.21,-0.21,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Big 5 combined
132,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,eng Premier League,21-176,2002,17,831,49,27.2,9.2,0.87,81,0.22,0.98,21,0.00,1.88,2.93,0.98,1.96,+1.95,+1.91,2.34,1.00,1.34,+1.34,+1.49,https://fbref.com/en/players/de31038e/Elliot-Anderson,de31038e,Big 5 combined
133,Felipe Anderson,BRA,"FW,MF",Lazio,it Serie A,31-015,1993,34,2568,76,83.9,28.5,1.09,80,0.49,0.11,34,0.00,1.62,1.23,0.98,0.25,+0.25,+0.06,1.17,1.03,0.14,+0.14,-0.08,https://fbref.com/en/players/9f1893b9/Felipe-Anderson,9f1893b9,Big 5 combined
134,Benjamin André,FRA,MF,Lille,fr Ligue 1,33-271,1990,28,2390,85,85.7,26.6,1.02,87,0.79,0.04,35,0.00,1.75,1.32,0.79,0.53,+0.53,-0.37,1.38,0.89,0.49,+0.49,+0.58,https://fbref.com/en/players/ef9c1c95/Benjamin-Andre,ef9c1c95,Big 5 combined
135,Komnen Andrić,SRB,FW,Clermont Foot,fr Ligue 1,28-304,1995,6,159,27,5.7,1.8,0.56,67,0.00,2.78,18,3.33,0.33,0.56,2.22,-1.67,-1.70,-0.95,1.22,2.33,-1.11,-1.12,-0.42,https://fbref.com/en/players/af3ddb2e/Komnen-Andric,af3ddb2e,Big 5 combined
136,Robert Andrich,GER,"MF,DF",Leverkusen,de Bundesliga,29-221,1994,25,1428,57,51.2,15.9,0.94,87,0.88,0.63,12,0.38,2.68,2.26,0.44,1.82,+1.83,+0.11,2.02,0.70,1.32,+1.33,+0.22,https://fbref.com/en/players/e0b113a7/Robert-Andrich,e0b113a7,Big 5 combined
137,Miguel Ángel Rubio,ESP,DF,Granada,es La Liga,26-050,1998,15,1200,80,40.4,13.3,0.98,88,0.83,0.15,29,0.83,1.13,1.43,1.58,-0.15,-0.15,+1.02,1.20,1.60,-0.40,-0.40,+0.13,https://fbref.com/en/players/56cafd0a/Miguel-Angel-Rubio,56cafd0a,Big 5 combined
138,Spyridon Angelidis,GRE,GK,Werder Bremen,de Bundesliga,19-093,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/8a831e10/Spyridon-Angelidis,8a831e10,Big 5 combined
139,Vincent Angelini,SCO,GK,Brentford,eng Premier League,20-231,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/536e58cc/Vincent-Angelini,536e58cc,Big 5 combined
140,Angeliño,ESP,DF,Roma,it Serie A,27-117,1997,12,791,66,25.8,8.8,1.14,71,0.23,0.23,42,0.00,2.00,2.05,1.25,0.80,+0.80,+0.28,1.30,1.11,0.19,+0.19,-0.18,https://fbref.com/en/players/30941e96/Angelino,30941e96,Big 5 combined
141,Fabrizio Angileri,ARG,"DF,MF",Getafe,es La Liga,30-046,1994,9,102,11,3.4,1.1,0.91,64,0.00,7.27,5,17.3,1.70,3.64,4.55,-0.91,-0.88,-0.79,1.73,1.82,-0.09,-0.12,+0.16,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,fdd26d71,Big 5 combined
142,Jaidon Anthony,ENG,FW,Bournemouth,eng Premier League,24-151,1999,3,152,51,4.8,1.7,1.18,61,0.00,0.59,31,0.00,0.33,0.59,2.94,-2.35,-2.37,-2.16,0.35,2.59,-2.24,-2.27,-2.39,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Big 5 combined
143,Jacopo Antolini,ITA,MF,Torino,it Serie A,20-111,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/6c86da83/Jacopo-Antolini,6c86da83,Big 5 combined
144,Waldemar Anton,GER,DF,Stuttgart,de Bundesliga,27-285,1996,30,2616,87,93.8,29.1,1.00,89,0.93,0.03,45,0.00,2.03,2.34,1.27,1.07,+1.07,+0.55,2.17,1.07,1.10,+1.10,+1.62,https://fbref.com/en/players/5e66fa06/Waldemar-Anton,5e66fa06,Big 5 combined
145,José Antonio,ESP,FW,Cádiz,es La Liga,19-277,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/62a583ee/Jose-Antonio,62a583ee,Big 5 combined
146,Michail Antonio,JAM,FW,West Ham,eng Premier League,34-033,1990,23,1472,64,46.7,16.4,1.10,75,0.12,0.30,26,0.00,1.30,1.83,1.59,0.24,+0.24,+0.94,1.47,1.82,-0.35,-0.35,+0.24,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970,Big 5 combined
147,Antony,BRA,FW,Manchester Utd,eng Premier League,24-066,2000,27,1244,46,40.7,13.8,1.01,74,0.22,0.94,16,0.14,1.52,1.45,1.67,-0.22,-0.22,-0.42,1.82,1.72,0.09,+0.09,+0.60,https://fbref.com/en/players/99127249/Antony,99127249,Big 5 combined
148,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,de Bundesliga,30-083,1994,23,1178,51,42.2,13.1,0.84,76,0.08,0.92,29,0.08,0.96,1.22,1.83,-0.61,-0.61,+0.34,1.24,1.86,-0.63,-0.63,-0.25,https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei,0a3f6cde,Big 5 combined
149,Houssem Aouar,ALG,"MF,FW",Roma,it Serie A,25-305,1998,15,687,46,22.5,7.6,1.05,70,0.26,0.92,18,1.45,1.80,1.45,1.05,0.39,+0.39,-0.25,1.49,0.99,0.50,+0.49,+0.22,https://fbref.com/en/players/a5db0bec/Houssem-Aouar,a5db0bec,Big 5 combined
150,Arvin Appiah,ENG,"FW,MF",Almería,es La Liga,23-116,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/eafa6953/Arvin-Appiah,eafa6953,Big 5 combined
151,Stredair Appuah,FRA,"FW,MF",Nantes,fr Ligue 1,19-308,2004,4,84,21,3.0,0.9,0.00,,0.00,4.44,21,8.89,0.75,0.00,5.56,-5.56,-5.36,-4.86,1.22,3.89,-2.67,-2.52,-2.09,https://fbref.com/en/players/42f0113f/Stredair-Appuah,42f0113f,Big 5 combined
152,Ylies Aradj,FRA,DF,Toulouse,fr Ligue 1,18-330,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,https://fbref.com/en/players/209528d3/Ylies-Aradj,209528d3,Big 5 combined
153,Mauro Arambarri,URU,MF,Getafe,es La Liga,28-213,1995,7,339,48,11.4,3.8,0.79,70,0.26,1.05,32,0.00,1.00,1.05,1.58,-0.53,-0.53,-0.46,0.84,1.21,-0.37,-0.38,-0.13,https://fbref.com/en/players/58afe001/Mauro-Arambarri,58afe001,Big 5 combined
154,Jon Aramburu,VEN,DF,Real Sociedad,es La Liga,21-282,2002,6,429,72,14.4,4.8,0.83,74,0.42,0.42,67,1.46,0.83,0.83,1.25,-0.42,-0.42,-0.88,1.04,0.79,0.25,+0.25,+0.04,https://fbref.com/en/players/dc7a172e/Jon-Aramburu,dc7a172e,Big 5 combined
155,Mattia Aramu,ITA,"FW,MF",Genoa,it Serie A,28-352,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/0847b5a5/Mattia-Aramu,0847b5a5,Big 5 combined
156,Asaf Arania,ISR,FW,Darmstadt 98,de Bundesliga,18-194,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/d61c07fd/Asaf-Arania,d61c07fd,Big 5 combined
157,Julian Araujo,MEX,DF,Las Palmas,es La Liga,22-261,2001,22,1298,59,43.7,14.4,0.90,82,0.63,0.63,26,0.07,1.18,0.76,1.18,-0.42,-0.42,-0.15,0.88,1.53,-0.65,-0.65,+0.07,https://fbref.com/en/players/8f4541c2/Julian-Araujo,8f4541c2,Big 5 combined
158,Ronald Araújo,URU,DF,Barcelona,es La Liga,25-054,1999,22,1788,81,62.1,19.9,0.95,88,0.90,0.15,41,0.25,2.00,2.11,1.26,0.85,+0.86,+0.03,2.14,1.11,1.03,+1.03,-0.01,https://fbref.com/en/players/2bef2bca/Ronald-Araujo,2bef2bca,Big 5 combined
159,Oliver Arblaster,ENG,MF,Sheffield Utd,eng Premier League,19-361,2004,9,730,81,23.2,8.1,0.99,88,0.74,0.12,27,0.25,0.33,1.48,2.72,-1.23,-1.23,+0.74,1.32,1.83,-0.52,-0.51,+0.64,https://fbref.com/en/players/afe1a491/Oliver-Arblaster,afe1a491,Big 5 combined
160,Fran Árbol,ESP,GK,Granada,es La Liga,17-305,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/2cecac6f/Fran-Arbol,2cecac6f,Big 5 combined
161,Matías Árbol,ESP,GK,Sevilla,es La Liga,21-231,2002,0,,,,,0,,0,0,,14,,,,,,,,,,,,https://fbref.com/en/players/6ae4bd6f/Matias-Arbol,6ae4bd6f,Big 5 combined
162,Riccardo Arboscello,ITA,MF,Genoa,it Serie A,18-142,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/96966bc2/Riccardo-Arboscello,96966bc2,Big 5 combined
163,Cameron Archer,ENG,"FW,MF",Sheffield Utd,eng Premier League,22-284,2001,26,1618,62,51.4,18.0,1.00,81,0.50,0.44,19,0.00,0.54,1.17,2.44,-1.28,-1.28,+1.07,1.12,2.02,-0.90,-0.90,+0.22,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
164,Cameron Archer,ENG,MF,Aston Villa,eng Premier League,22-284,2001,1,6,6,0.2,0.1,0.00,,0.00,10.0,6,10.0,3.00,0.00,0.00,0.00,0.00,-0.60,0.00,0.00,0.00,0.00,-0.18,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
165,Alphonse Areola,FRA,GK,West Ham,eng Premier League,31-063,1993,28,2429,87,77.1,27.0,1.04,87,0.93,0.00,,0.07,1.39,1.67,1.63,0.04,+0.04,+1.29,1.38,1.78,-0.40,-0.40,+0.36,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72,Big 5 combined
166,Adu Ares,ESP,FW,Athletic Club,es La Liga,22-201,2001,10,189,19,6.4,2.1,0.48,61,0.00,4.29,14,10.5,1.30,0.48,1.43,-0.95,-0.95,-1.66,0.48,1.38,-0.90,-0.92,-1.46,https://fbref.com/en/players/a461f098/Adu-Ares,a461f098,Big 5 combined
167,Jesús Areso,ESP,DF,Osasuna,es La Liga,24-303,1999,32,2308,72,77.7,25.6,0.98,88,0.74,0.27,17,0.04,1.22,1.09,1.52,-0.43,-0.43,-0.29,1.05,1.31,-0.26,-0.26,-0.19,https://fbref.com/en/players/94e01ec6/Jesus-Areso,94e01ec6,Big 5 combined
168,Simone Aresti,ITA,GK,Cagliari,it Serie A,38-046,1986,0,,,,,0,,0,0,,29,,,,,,,,,,,,https://fbref.com/en/players/a9eaccda/Simone-Aresti,a9eaccda,Big 5 combined
169,Matias Arezo,URU,FW,Granada,es La Liga,21-161,2002,12,277,23,9.3,3.1,0.65,68,0.32,3.23,14,0.97,1.00,0.65,1.61,-0.97,-0.97,-0.24,1.32,1.74,-0.39,-0.40,+0.08,https://fbref.com/en/players/484ebdb0/Matias-Arezo,484ebdb0,Big 5 combined
170,Paul Argney,FRA,GK,Le Havre,fr Ligue 1,17-343,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/cad4009e/Paul-Argney,cad4009e,Big 5 combined
171,Iñigo Arguibide,ESP,DF,Osasuna,es La Liga,19-011,2005,1,17,17,0.6,0.2,0.00,,0.00,5.00,17,15.0,1.00,0.00,0.00,0.00,0.00,+0.37,1.00,0.00,1.00,+0.93,+1.15,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide,d80d7f17,Big 5 combined
172,Yoël Armougom,FRA,"DF,MF",Clermont Foot,fr Ligue 1,25-330,1998,5,234,47,8.4,2.6,0.77,90,0.77,1.15,18,6.54,0.80,0.77,2.31,-1.54,-1.54,-0.80,0.85,2.42,-1.58,-1.58,-0.93,https://fbref.com/en/players/9dd5da03/Yoel-Armougom,9dd5da03,Big 5 combined
173,José Arnaiz,ESP,"FW,MF",Osasuna,es La Liga,29-015,1995,22,813,37,27.4,9.0,0.89,65,0.00,1.56,21,0.78,1.09,1.11,1.56,-0.44,-0.44,-0.11,1.12,1.44,-0.32,-0.33,-0.15,https://fbref.com/en/players/46e07328/Jose-Arnaiz,46e07328,Big 5 combined
174,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,fr Ligue 1,21-020,2003,23,1044,45,37.4,11.6,1.03,71,0.00,0.95,17,0.60,1.78,0.86,1.29,-0.43,-0.43,-1.62,1.15,1.08,0.07,+0.07,-0.54,https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson,e2ae54db,Big 5 combined
175,Marko Arnautović,AUT,FW,Inter,it Serie A,35-011,1989,24,652,27,21.3,7.2,0.42,83,0.28,2.92,19,0.28,2.75,2.50,0.42,2.08,+2.07,+0.28,2.28,0.92,1.36,+1.36,+0.07,https://fbref.com/en/players/00459419/Marko-Arnautovic,00459419,Big 5 combined
176,Maximilian Arnold,GER,MF,Wolfsburg,de Bundesliga,29-339,1994,27,2236,83,80.1,24.8,0.97,90,0.93,0.12,26,0.00,1.00,1.13,1.77,-0.65,-0.64,-0.97,1.11,1.41,-0.29,-0.30,-0.49,https://fbref.com/en/players/86e119e0/Maximilian-Arnold,86e119e0,Big 5 combined
177,Mohamed El Arouch,FRA,FW,Lyon,fr Ligue 1,20-024,2004,1,2,2,0.1,0.0,0,,0,1,2,4,1.00,0,0,0,0.00,+0.29,0.0,0.0,0.0,0.00,+0.15,https://fbref.com/en/players/508a9011/Mohamed-El-Arouch,508a9011,Big 5 combined
