Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Paulinho,POR,FW,31,13,483.0,37.0,38.3,5.4,4,76.0,1,9,20.0,1,2.38,12.0,8.0,4.0,0.75,-0.53,10.6,5.7,4.9,0.91,-0.08,Sporting CP,Brasileiro,Paulinho (Sporting CP)
Daniel Bragança,POR,MF,24,9,203.0,23.0,16.1,2.3,2,55.0,0,7,13.0,2,2.78,5.0,3.0,2.0,0.89,-0.22,5.0,2.5,2.5,1.11,0.17,Sporting CP,Brasileiro,Daniel Bragança (Sporting CP)
Francisco Trincão,POR,"FW,MF",24,11,216.0,20.0,17.1,2.4,1,63.0,0,10,15.0,2,2.27,6.0,5.0,1.0,0.42,-0.79,5.0,3.3,1.7,0.72,-0.29,Sporting CP,Brasileiro,Francisco Trincão (Sporting CP)
Eduardo Quaresma,POR,DF,21,3,114.0,38.0,9.0,1.3,1,61.0,0,2,27.0,2,3.0,3.0,0.0,3.0,2.37,1.43,1.9,0.7,1.1,0.89,-0.08,Sporting CP,Brasileiro,Eduardo Quaresma (Sporting CP)
Jerry St. Juste,NED,DF,27,4,109.0,27.0,8.7,1.2,0,0.0,0,4,27.0,0,2.25,5.0,2.0,3.0,2.48,1.54,3.1,1.5,1.6,1.31,0.39,Sporting CP,Brasileiro,Jerry St. Juste (Sporting CP)
Afonso Bastardo,POR,MF,18,1,25.0,25.0,2.0,0.3,0,0.0,0,1,25.0,3,3.0,1.0,2.0,-1.0,-3.6,-4.77,0.4,1.2,-0.7,-2.56,-3.6,Sporting CP,Brasileiro,Afonso Bastardo (Sporting CP)
Iván Fresneda,ESP,MF,19,1,6.0,6.0,0.5,0.1,0,0.0,0,1,6.0,5,1.0,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.71,-0.25,Sporting CP,Brasileiro,Iván Fresneda (Sporting CP)
Luís Neto,POR,DF,35,3,5.0,2.0,0.4,0.1,0,0.0,0,3,2.0,9,1.8,3.0,5.0,-2.0,-36.0,-37.22,0.0,0.2,-0.2,-4.19,-5.18,Sporting CP,Brasileiro,Luís Neto (Sporting CP)
Mateus Fernandes,POR,FW,19,1,3.0,3.0,0.2,0.0,0,0.0,0,1,3.0,1,3.0,0.0,0.0,0.0,0.0,-1.07,0.1,0.0,0.1,2.36,1.4,Sporting CP,Brasileiro,Mateus Fernandes (Sporting CP)
Jovane Cabral,CPV,"FW,MF",25,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Jovane Cabral (Sporting CP)
Rodrigo Duarte,POR,FW,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Rodrigo Duarte (Sporting CP)
Dario Essugo,POR,MF,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Dario Essugo (Sporting CP)
Franco Israel,URU,GK,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Franco Israel (Sporting CP)
Diogo Pinto,POR,GK,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Diogo Pinto (Sporting CP)
Geovany Quenda,POR,FW,16,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Geovany Quenda (Sporting CP)
Francisco Silva,POR,GK,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting CP,Brasileiro,Francisco Silva (Sporting CP)
Jorge Filipe Oliveira Fernandes,POR,DF,26,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,1.93,25.0,17.0,8.0,0.53,0.0,20.4,17.7,2.6,0.18,0.0,Vitória,Brasileiro,Jorge Filipe Oliveira Fernandes (Vitória)
Bruno Varela,CPV,GK,29,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,1.93,25.0,17.0,8.0,0.53,0.0,20.4,17.7,2.6,0.18,0.0,Vitória,Brasileiro,Bruno Varela (Vitória)
Jota Silva,POR,"FW,MF",24,15,1273.0,85.0,94.3,14.1,15,85.0,8,0,0.0,0,1.93,23.0,16.0,7.0,0.49,-0.67,19.0,15.9,3.0,0.21,0.67,Vitória,Brasileiro,Jota Silva (Vitória)
André Silva,BRA,FW,26,14,1120.0,80.0,83.0,12.4,13,83.0,7,1,37.0,0,2.0,23.0,16.0,7.0,0.56,0.17,18.0,14.6,3.4,0.27,0.55,Vitória,Brasileiro,André Silva (Vitória)
Tomás Händel,POR,MF,23,14,1087.0,78.0,80.5,12.1,12,83.0,4,2,48.0,0,1.86,18.0,14.0,4.0,0.33,-1.04,15.8,15.3,0.5,0.04,-0.7,Vitória,Brasileiro,Tomás Händel (Vitória)
Tomás Ribeiro,POR,DF,24,11,938.0,85.0,69.5,10.4,11,85.0,9,0,0.0,2,1.82,17.0,12.0,5.0,0.48,-0.18,13.8,13.0,0.7,0.07,-0.35,Vitória,Brasileiro,Tomás Ribeiro (Vitória)
Tiago Silva,POR,MF,30,12,852.0,71.0,63.1,9.5,11,75.0,0,1,31.0,0,2.17,15.0,9.0,6.0,0.63,0.27,11.7,8.8,2.9,0.3,0.35,Vitória,Brasileiro,Tiago Silva (Vitória)
João Mendes,POR,"MF,FW",29,13,793.0,61.0,58.7,8.8,11,68.0,0,2,24.0,0,1.92,17.0,9.0,8.0,0.91,0.91,14.3,9.0,5.3,0.6,1.03,Vitória,Brasileiro,João Mendes (Vitória)
Manuel Manu,POR,DF,22,11,901.0,82.0,66.7,10.0,10,90.0,10,1,1.0,3,2.0,17.0,11.0,6.0,0.6,0.2,12.8,10.8,2.0,0.2,0.06,Vitória,Brasileiro,Manuel Manu (Vitória)
Bruno Gaspar,ANG,"MF,DF",30,10,762.0,76.0,56.4,8.5,10,76.0,6,0,0.0,0,2.2,15.0,6.0,9.0,1.06,1.22,10.9,7.1,3.8,0.45,0.62,Vitória,Brasileiro,Bruno Gaspar (Vitória)
Daniel Bandeira,POR,MF,23,13,650.0,50.0,48.1,7.2,8,72.0,3,5,14.0,1,1.92,11.0,9.0,2.0,0.28,-0.49,9.4,9.5,0.0,0.0,-0.35,Vitória,Brasileiro,Daniel Bandeira (Vitória)
Afonso freitas,POR,"DF,MF",23,9,541.0,60.0,40.1,6.0,8,66.0,2,1,13.0,6,2.11,7.0,10.0,-3.0,-0.5,-1.72,5.9,8.1,-2.2,-0.37,-0.91,Vitória,Brasileiro,Afonso freitas (Vitória)
Ricardo Mangas,POR,"DF,MF",25,7,617.0,88.0,45.7,6.9,7,88.0,6,0,0.0,0,1.86,12.0,7.0,5.0,0.73,0.36,9.8,8.1,1.7,0.25,0.14,Vitória,Brasileiro,Ricardo Mangas (Vitória)
Miguel Magalhães,POR,"DF,MF",21,10,484.0,48.0,35.9,5.4,5,77.0,2,5,20.0,4,1.9,7.0,10.0,-3.0,-0.56,-1.7,7.6,9.1,-1.5,-0.27,-0.7,Vitória,Brasileiro,Miguel Magalhães (Vitória)
Toni Borevkovic,CRO,DF,26,5,450.0,90.0,33.3,5.0,5,90.0,5,0,0.0,4,2.0,8.0,6.0,2.0,0.4,-0.2,7.6,6.9,0.7,0.14,-0.06,Vitória,Brasileiro,Toni Borevkovic (Vitória)
Mikel Villanueva,VEN,DF,30,4,352.0,88.0,26.1,3.9,4,88.0,3,0,0.0,1,2.25,5.0,5.0,0.0,0.0,-0.72,4.1,4.5,-0.5,-0.12,-0.4,Vitória,Brasileiro,Mikel Villanueva (Vitória)
Nelson,ANG,"DF,FW",25,14,402.0,29.0,29.8,4.5,2,57.0,0,12,24.0,1,1.86,10.0,2.0,8.0,1.79,1.79,6.8,3.8,3.0,0.68,0.72,Vitória,Brasileiro,Nelson (Vitória)
Adrián Butzke,ESP,FW,24,5,162.0,32.0,12.0,1.8,2,65.0,0,3,11.0,8,2.0,2.0,0.0,2.0,1.11,0.66,1.3,2.2,-0.9,-0.49,-0.76,Vitória,Brasileiro,Adrián Butzke (Vitória)
Zé Carlos,POR,"MF,DF",22,14,277.0,20.0,20.5,3.1,1,45.0,0,13,18.0,1,1.86,8.0,5.0,3.0,0.97,0.56,5.5,4.6,0.9,0.3,0.16,Vitória,Brasileiro,Zé Carlos (Vitória)
Nuno Santos,POR,"FW,MF",24,9,179.0,20.0,13.3,2.0,0,0.0,0,9,20.0,3,1.89,4.0,2.0,2.0,1.01,0.54,2.9,2.8,0.2,0.08,-0.11,Vitória,Brasileiro,Nuno Santos (Vitória)
Safira,BRA,FW,28,8,144.0,18.0,10.7,1.6,0,0.0,0,8,18.0,4,1.75,5.0,1.0,4.0,2.5,2.2,3.7,1.8,1.8,1.15,1.09,Vitória,Brasileiro,Safira (Vitória)
André André,POR,MF,34,6,85.0,14.0,6.3,0.9,0,0.0,0,6,14.0,3,2.17,1.0,0.0,1.0,1.06,0.56,1.6,0.8,0.8,0.82,0.68,Vitória,Brasileiro,André André (Vitória)
Charles,BRA,GK,29,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vitória,Brasileiro,Charles (Vitória)
Índio,BRA,MF,24,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vitória,Brasileiro,Índio (Vitória)
Gonçalo Nogueira,POR,MF,20,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vitória,Brasileiro,Gonçalo Nogueira (Vitória)
Mamadou Tounkara,FRA,FW,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vitória,Brasileiro,Mamadou Tounkara (Vitória)
Fabijan Buntić,CRO,GK,26,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,0.0,0,0.8,14.0,22.0,-8.0,-0.53,0.0,16.2,18.7,-2.4,-0.16,0.0,Vizela,Brasileiro,Fabijan Buntić (Vizela)
Anderson Jesus,BRA,DF,28,15,1340.0,89.0,99.3,14.9,15,89.0,14,0,0.0,0,0.8,13.0,22.0,-9.0,-0.6,-9.6,16.1,18.6,-2.5,-0.17,-0.77,Vizela,Brasileiro,Anderson Jesus (Vizela)
Samuel Essende,FRA,FW,25,15,1318.0,88.0,97.6,14.6,15,88.0,11,0,0.0,0,0.8,14.0,21.0,-7.0,-0.48,2.33,15.7,18.1,-2.4,-0.16,0.03,Vizela,Brasileiro,Samuel Essende (Vizela)
Samu,POR,"MF,FW",27,15,1312.0,87.0,97.2,14.6,15,87.0,10,0,0.0,0,0.8,13.0,21.0,-8.0,-0.55,-0.55,15.7,17.4,-1.7,-0.11,1.69,Vizela,Brasileiro,Samu (Vizela)
Bruno Wilson,POR,DF,27,14,1259.0,90.0,93.3,14.0,14,90.0,13,0,0.0,0,0.86,13.0,19.0,-6.0,-0.43,1.55,15.0,15.8,-0.8,-0.06,1.56,Vizela,Brasileiro,Bruno Wilson (Vizela)
Tomás Costa Silva,POR,DF,24,14,1216.0,87.0,90.1,13.5,14,87.0,12,0,0.0,0,0.86,13.0,18.0,-5.0,-0.37,1.64,15.5,16.1,-0.6,-0.05,1.15,Vizela,Brasileiro,Tomás Costa Silva (Vizela)
Nuno Gonçalo Moreira,POR,"FW,MF",24,13,894.0,69.0,66.2,9.9,13,69.0,0,0,0.0,0,0.77,7.0,16.0,-9.0,-0.91,-1.1,10.2,12.2,-2.0,-0.2,-0.1,Vizela,Brasileiro,Nuno Gonçalo Moreira (Vizela)
Matías Lacava,VEN,"FW,MF",21,12,809.0,67.0,59.9,9.0,12,67.0,0,0,0.0,0,0.92,5.0,12.0,-7.0,-0.78,-0.61,7.9,9.0,-1.1,-0.12,0.1,Vizela,Brasileiro,Matías Lacava (Vizela)
Matheus Pereira,BRA,"DF,MF",23,13,955.0,73.0,70.7,10.6,11,82.0,6,2,25.0,1,0.62,7.0,17.0,-10.0,-0.94,-1.4,9.4,13.1,-3.7,-0.34,-0.62,Vizela,Brasileiro,Matheus Pereira (Vizela)
Diogo Nascimento,POR,MF,21,15,920.0,61.0,68.1,10.2,9,83.0,3,6,28.0,0,0.8,12.0,14.0,-2.0,-0.2,1.06,12.0,13.5,-1.6,-0.15,0.03,Vizela,Brasileiro,Diogo Nascimento (Vizela)
João Escoval,POR,DF,26,9,573.0,64.0,42.4,6.4,7,81.0,4,2,3.0,6,1.11,4.0,7.0,-3.0,-0.47,0.11,6.5,7.6,-1.2,-0.18,-0.03,Vizela,Brasileiro,João Escoval (Vizela)
Rafael Bustamante,COL,MF,24,9,535.0,59.0,39.6,5.9,6,80.0,1,3,19.0,2,0.78,5.0,10.0,-5.0,-0.84,-0.51,6.3,7.5,-1.2,-0.2,-0.07,Vizela,Brasileiro,Rafael Bustamante (Vizela)
Pedro Ortiz,ESP,MF,23,8,512.0,64.0,37.9,5.7,6,74.0,1,2,34.0,1,0.88,4.0,4.0,0.0,0.0,0.86,6.4,5.6,0.8,0.14,0.49,Vizela,Brasileiro,Pedro Ortiz (Vizela)
Aleksandar Busnić,SRB,"MF,FW",26,9,439.0,49.0,32.5,4.9,5,72.0,1,4,19.0,2,0.78,5.0,11.0,-6.0,-1.23,-1.03,4.1,8.1,-4.0,-0.82,-0.97,Vizela,Brasileiro,Aleksandar Busnić (Vizela)
Alberto Soro,ESP,"MF,FW",24,8,228.0,29.0,16.9,2.5,2,58.0,0,6,19.0,0,0.75,2.0,3.0,-1.0,-0.39,0.17,4.2,2.8,1.4,0.54,0.85,Vizela,Brasileiro,Alberto Soro (Vizela)
Alexis Méndez,USA,"MF,FW",23,8,222.0,28.0,16.4,2.5,2,66.0,0,6,15.0,6,0.88,4.0,2.0,2.0,0.81,1.61,2.9,2.2,0.7,0.28,0.53,Vizela,Brasileiro,Alexis Méndez (Vizela)
Kiko Bondoso,POR,"FW,MF",28,3,193.0,64.0,14.3,2.1,2,90.0,1,1,14.0,0,0.33,4.0,4.0,0.0,0.0,0.62,3.2,2.7,0.5,0.24,0.46,Vizela,Brasileiro,Kiko Bondoso (Vizela)
Orest Lebedenko,UKR,DF,25,7,187.0,27.0,13.9,2.1,1,90.0,1,6,16.0,3,1.29,4.0,5.0,-1.0,-0.48,0.06,2.9,4.7,-1.8,-0.89,-0.84,Vizela,Brasileiro,Orest Lebedenko (Vizela)
Hugo Oliveira,POR,"MF,DF",21,4,135.0,34.0,10.0,1.5,1,86.0,0,3,16.0,6,0.25,1.0,5.0,-4.0,-2.67,-2.37,0.7,2.7,-2.0,-1.36,-1.33,Vizela,Brasileiro,Hugo Oliveira (Vizela)
Dylan Saint-Louis,CGO,"FW,MF",28,12,193.0,16.0,14.3,2.1,0,0.0,0,12,16.0,1,0.75,5.0,3.0,2.0,0.93,1.71,4.8,3.3,1.5,0.69,1.0,Vizela,Brasileiro,Dylan Saint-Louis (Vizela)
Jardel,GNB,"FW,MF",26,11,160.0,15.0,11.9,1.8,0,0.0,0,11,15.0,1,0.64,3.0,4.0,-1.0,-0.56,-0.03,2.0,3.9,-2.0,-1.11,-1.08,Vizela,Brasileiro,Jardel (Vizela)
Iker Unzueta,ESP,FW,25,2,26.0,13.0,1.9,0.3,0,0.0,0,2,13.0,6,0.5,1.0,0.0,1.0,3.46,4.07,0.4,0.0,0.4,1.23,1.41,Vizela,Brasileiro,Iker Unzueta (Vizela)
Osama Rashid,IRQ,"MF,FW",31,5,22.0,4.0,1.6,0.2,0,0.0,0,5,4.0,8,1.0,0.0,1.0,-1.0,-4.09,-3.62,0.2,0.5,-0.3,-1.19,-1.04,Vizela,Brasileiro,Osama Rashid (Vizela)
Joaquín Ariel Novillo,ARG,DF,25,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vizela,Brasileiro,Joaquín Ariel Novillo (Vizela)
Rodrigo Ramos,POR,MF,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vizela,Brasileiro,Rodrigo Ramos (Vizela)
Francesco Ruberto,SUI,GK,30,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vizela,Brasileiro,Francesco Ruberto (Vizela)
